"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"preppy-3","22 April 2019","Epic film about a Mafia family called the Corleones. It takes place from the 1940s to 1950s. The family is overseen by Don Corleone (Marlon Brando). His sons help their father...except for his youngest Michael (Al Pacino). He wants no part of the family business...but he might have no choice.A fantastic film. It runs three hours but you're never bored. It's wonderfully directed by Francis Ford Coppola. It also is one of those rare films with a perfect cast--no one is bad! It's also fun to see Pacino, James Caan, Robert Duvall and Diane Keaton so young and full of life. Many of the lines (""I'll make him an offer he can't refuse"") have become legendary. Also there is some violence which was considered extreme in 1972 but is pretty tame today. Only a character getting shoot at a toll booth is pretty over the top. My favorite scene has to be at the end when Keaton realizes what she's married into. The look on her face is perfect.This was a HUGE hit at the box office. It was loved by critics and the public alike. It was (rightfully) called the Gone With the Wind of the 1970s. A masterpiece and well worth seeing.","
            10/10
            "
"SnorrSm1989","5 October 2006","It could be said that the film-adaptation of Mario Puzo's novel marked the beginning of a new era, as it established talents hitherto unknown to the wider public, including Al Pacino, Diane Keaton, and director Francis Ford Coppola. Furthermore, THE GODFATHER is often thought of as a ""comeback"" to Marlon Brando, which apparently puzzled the actor himself, as he pointed out in his autobiography that he'd been doing movies without considerable intermission for the last twenty-or-so years. However, the claim may not have been so unreasonable after all, as the role of Vito Corleone made Brando truly sought-after again. By the time Brando embarked on the role, no major studios would hire him due to a reputation for being ""impossible"" to work with, and Coppola was only able to convince Paramount that the actor was simply tailor-made for the part and could not be neglected by having him do a screen-test first. Considering that Brando had once revolutionized acting in America through his raw, unmasked portrayals of Stanley Kowalski and Terry Malloy in the 1950's, this procedure may sound shocking, but once accomplished, Brando proved that he remained the king of acting in the end. His portrayal of Corleone may strike us as being somewhat of a caricature today, as it has been endlessly imitated (and parodied) since, but Brando did in fact attribute the character with far more attention to complex detail than seen in a typical movie ""gangster-boss"" up till that time. That Brando's performance has now, in the eyes of younger generations such as my own, turned somewhat into a cliché is simply the inevitable result of his initial originality.Also Pacino, Keaton, James Caan and Robert Duvall are, of course, quite outstanding in their roles. Particularly in Pacino's case, his handling of his character Michael Corleone's dramatic development as a person which is so crucial to the story, comes off as completely convincing. From being apparently a rather sympathetic character at the beginning, he changes as he becomes increasingly involved in his father's business life. It is this devoted focus on character development, as well as on how conflicting aspects of a personality interchange such as in Vito Corleone's case, that truly make the story so intriguing as it is. However, it is one thing to have a story of nearly endless potential, but this does not necessarily result in a successful cinematic interpretation of it. Other than outstanding performances, the direction of Francis Ford Coppolla is, of course, more than merely significant; even if one neglects the other qualities of the film, it may be treasured for its own sake, due to Coppolla's extremely competent, innovative techniques. There seems to be too many scenes and moments to pick out just one or two favorites; his ability to define the mood and atmosphere of a particular event through a painstaking attention to every single detail, is arguably of equal impact to the story as the performances of the actors, and make the film a visual delight. This is no less impressive when considering that THE GODFATHER was Coppolla's first major film; he was to establish himself further into the decade with other brilliant films such as THE CONVERSATION, APOCALYPSE NOW and this film's second act.When released in 1972, THE GODFATHER turned out to be, not surprisingly, one of the most widely-seen, lavishly- praised films in the history of the medium, and earned three Academy Awards out of eleven nominations (Marlon Brando's refusal to accept the award, due to the ""treatment of American Indians today by the film industry,"" has become famous in its own right). This is not to say, however, that THE GODFATHER is a film one is likely to grasp at first viewing; I, for one, did not quite understand its incredible reputation at first (though I did think it was a good film). Much as with CITIZEN KANE or BLADERUNNER, it is probably required to view THE GODFATHER through an historical context, and compare it to other films made around the same time, to get why it is so much adored. It helps matters that it's not only brilliantly made but really entertaining as well, so you're likely to have a good time no matter how you watch it.","
            10/10
            "
"danielgibbs-69210","21 July 2016","There is always a risk when a film becomes a huge part of popular culture. So many of it's iconic moments and scenes are ripped off, riffed on, or parodied by countless shows and movies, that there is always a fear that the original will lose some of it's impact, and become comical and stale.The Godfather, however, disproves this. It is still a masterpiece, and always will be. The story-line proves once again how much the innocent public loves to view the lives of outright evil men, especially when they happen to be of the charming and charismatic variety. Let's look at the most iconic scene; a man chops off a horse's head, and leaves it in his owner's bed in order to scare him into submission. Oh yeah, he's one of the good guys though, so it's okay!Everything is explored in the Godfather, either directly or subtly; family politics, gangland negotiation, corrupt officials, there is no part of the mafia experience that is not pictured here, taken from the viewpoint of Michael, a character whose transition from unwilling family outsider and war-hero into the don himself really gives the film a unique perspective.Of course, for me, out of all the fantastic characters, the film is carried by Marlon Brando. There is something magnetic about his performance, a mixture of loving family man, ruthless career criminal, and sophisticated Sicilian gentleman, that is thrilling to watch. One of the all time greatest acting performances.","
            10/10
            "
"briancham1994","24 November 2020","I'm ready to be downvoted into oblivion. Intellectually, I can appreciate the style, influence and popularity of this film as attested by its lasting reputation and universally positive reviews. Along with other classics like The Battleship Potemkin and Metropolis, it had a massive impact and has been lauded as a masterpiece. Yet, just like those films, I think it has more value as a piece of film history than an emotional viewing experience in itself. To put it more bluntly, I can see why it was a masterpiece at the time but I don't feel that way when I watch it now.For sure, I'll give it plenty of credit for its acting and atmosphere. The cinematographic techniques add a soft, dreamlike quality to everything. The portrayal of the gangsters seemed (as far as I know) grounded and humanistic, not caricatured. However, there are definitely parts where it drags on and didn't feel engaging. If I watched this with no expectations and no idea of its status, I'd probably just think it's a well made film from an older era but nothing earth-shattering.","
            10/10
            "
"utgard14","15 July 2014","The Godfather, for the few of you who don't already know, is about the Corleone mafia family struggling to survive a war with a rival family. That's about as simplistic a summary as you can get for this masterpiece. There's no way to describe it in a few simple lines and there's already a ton of excellent, well-thought-out reviews here on IMDb. There's really very little I can add to the overwhelming praise for this film. It's obviously one of the greatest movies of all time and its reputation as such is well-deserved. The direction, the cast, the score, the script are as good as it gets. The whole production is as flawless as you're likely to find on any film. There isn't a thing about it I would change. It's one of those movies you have to see at least once before you die.","
            10/10
            "
"RossRivero99","16 January 2015","Francis Ford Coppola's The Godfather (1972) is undoubtedly one of the best movies ever made because to me it was a pitch perfect mafia film that definitely compares to the greatness of Scorsese's GoodFellas (1990), and Arthur Penn's Bonnie and Clyde (1967) but so much better than those two great films put together. The best summary for this film would be about an aging mob boss named Don Vito Corleone (played by Marlon Brando in an Oscar winning performance) who in a few years time is going to retire from his position as Godfather and pass the Corleone family leadership to his reluctant war hero son Michael (played by Al Pacino in a performance that should have won him the Oscar as 1972s best supporting actor). Besides GoodFellas and Bonnie and Clyde having the most obvious thing in common with this film is that all three films talk about the mob, and the second thing that all three films have in common is that they give people who watch them how ruthless the mob can be in real life. Though I didn't read the Mario Puzo novel I understood this film perfectly thanks to all the perfectly acted performances by Brando and Pacino, but as well as Robert Duvall as the family lawyer Tom Hagen, James Caan as Sonny, as well as John Cazale as Fredo. Coppola's film not only depicts how ruthless the mob can be in some instances but also how violent the mob can be as well as those were the perfect requirements for movies like this. The one thing I really disagreed with most with the 45th Oscar ceremony is why Marlon Brando rejected his 2nd academy award for lead acting when in this movie he gave the best performance of his entire since A Streetcar Named Desire (1951) and On the Waterfront (1954), and as to why Francis Ford Coppola didn't win the Academy Award for best director when I really do think he deserved it. But in the end this film is an absolute masterpiece from start to finish.","
            10/10
            "
"snoozejonc","27 February 2022","The Corleone family face a threat to their lives and business.This is one of the greatest movies of all time.I recently watched the 50th anniversary theatrical release and it was an epic cinema experience. It speaks volumes that I have watched it multiple times and those 178 minutes still fly by.There is little I can say that has not already been covered by other reviewers. Some movies are designed for entertainment whilst others are more of an artistic expression. The Godfather does both incredibly well.Every scene is beautifully shot with great visual storytelling and they all combine to form a very compelling plot and an unforgettable presentation of characters.It has what is often regarded as the greatest opening scene and character establishments in movie history and it's hard to disagree. Another great aspect is the shot framing of Al Pacino and how it changes as the character Michael develops throughout the story. Also the shots of Diane Keaton that places her character Kay on the outside of the 'family' in numerous situations. Of course the famous 'Baptism of Fire' sequence, despite its incredibly dark subject matter, is a truly amazing piece of filmmaking.Pacino, Marlon Brando, James Caan, Robert Duvall, John Cazale, Talia Shire, and Richard Castellano are all brilliant, along with the rest of the cast. They portray characters that we should never like in a million years but cannot help doing so.The 1970s was another golden era in Hollywood filmmaking and The Godfather was one of the very best produced.","
            10/10
            "
"Godz365","27 February 2019","The directing by Coppola was perfect as well. Not many movies can be 3 hours and yet maintain a good level of interest from the audience like The Godfather. Coppola deserves credit for this. The symbolism and messages that went into every scene also has to do with the directing not just the writing. The movie is so well edited and strung together that the only word that could come to my mind is perfection.The cinematography and music were perfect. The score of this movie is one of the most memorable ever. If you were to hear it you could identify it right away. The cinematography was what actually really drove this movie. The Godfather seems to have this mystique to it, it gives you the feeling you are watching something truly remarkable.","
            10/10
            "
"Boba_Fett1138","4 October 2009","""The Godfather"" is a movie that tops many list as the greatest movie ever made. It also tops some list concerning the greatest and most memorable movie lines and the movie it's characters and performances from its actors have also received lots of acclaim throughout the years. And yes, the movie is truly deserving all of the praise that is receiving from everywhere and everyone.Even though in my opinion part II is an even better movie, this is still the movie that began it all. Without this movie there of course would had never been a second one and this movie beautifully laid down the foundations for the even greater masterpiece that part II was, even though it's missing the presence of the great Marlon Brando in it.The movie is a greatly epic one, not in the least due to it's amazing running time of 175 minutes. But despite it's very long running time it really is not a movie that ever bores, even not at moments when not a lot is happening in the story. There always is something great or intriguing happening.But the movie is also really epic in many more different ways. It's like an operatic drama about a large Italian mafia family, located in New York. The movie features really a lot of characters in it and therefore also some different plot lines and dramatic developments but the movie does an amazing job with its story and the diversity of it. It binds it all beautifully together and even though the movie does take some big leaps in time and gets located at different locations throughout the world, throughout the entire movie, the movie always keeps flowing very well with a real steady pace.The family and basically all of the character have to go through some great ordeals. This means that characters keep developing throughout the entire, which is most notable with the Al Pacino character. His character goes through a great transformation, from being a polite, quite and perhaps also soft guy, to a tough and commanding crime boss, who doesn't back off for violence or any killings.In its essence it's a movie about tight bond of a family and what it means to stay loyal and stick together through tough times. Even though you know that all of these people are big criminals and even killers, the movie at all times keeps giving them a very human face by showing what makes them tick and it also isn't afraid to show the character emotions.It's of course also thanks to the many great characters of the movie that the characters develop so well and work out on basically every level. It features a still quite young Al Pacino in his break through role and the already more experienced and better known actors James Caan and James Caan, among many others, in important supporting roles. But it is of course Marlon Brando who gives the movie its most body. He plays one of the most memorable movie characters of all time and it was also basically this movie that made him immortal as an actor. The movie only won 3 Oscars but it's no big surprise that one of those 3 went to Brando, who himself of course refused to accept it and instead let faked Indian Sacheen Littlefeather pick it up, as a sign of protest against the treatment of native Americans. The other two Oscar's that the movie won were for best motion picture and best writing.It deserved to win way more of course and the movie was also nominated for 7 more (not counting in the withdrawn nomination for best music). But one of the Oscar's the movie really deserved to win was for a category it wasn't even nominated in. I was surprised how great the cinematography of the movie was and it truly deserves some more credit. The movie often picks some long shots, in which it isn't always showing a lot. The movie often chooses to show a minimum of things and only chooses to show what the characters also see, so we get more close to the characters and their feelings and thoughts. Truly some effective cinematography throughout, though Francis Ford Coppola directing also needs to take lots of credit for that.Simply THE crime epic of the 20th century.10/10http://bobafett1138.blogspot.com/","
            10/10
            "
"CinemaClown","5 January 2016","Immortal for its contribution to cinema & one of the prime examples of filmmaking art, The Godfather is a remarkable inside-out look at the life of a mafia family that also paints an astounding portrait of organised crime. Scoring full marks in all aspects of filmmaking, be it direction, screenplay, acting, cinematography, editing or music, this crime drama immerses viewers into its world from the very beginning and narrates its story with such strong magnetic grip for the next three hours that it's impossible to not be impressed & amazed by it. Even after so many viewings, there is nothing to complain about this classic, there is no weakness to exploit and with each view, the respect for this motion picture masterpiece only gets higher.Based on the novel of the same name by Mario Puzo, The Godfather tells the story of the Corleone family, a respectable & powerful family having major underworld influences which are overseen by Don Vito Corleone, who is termed as Godfather by his peers as a token of respect. But when Don Corleone refuses to enter the drug business, a series of events are set in motion which results in an assassination attempt on the Don, increasing rivalries among the mafia families, and paves way for Don's youngest son to rise & take up his father's job in order to protect his family and to settle all disputes. The film revolves around Michael Corleone (Don's youngest son) and even the main plot of the story is the evolution of Michael from a doe-eyed outsider, who didn't want to get into the family business, into a ruthless boss later in the story.The direction by Francis Ford Coppola is no short of amazement. The way he filmed most of the scenes from the very beginning to the end, the casting decisions he made, the chosen locations for shooting, the remarkable screenplay & memorable quotes co-written with Mario Puzo and the overall style of narration & look of the film, it's all brilliantly done. Cinematography is carried out beautifully and the decision to shoot in Technicolor print pays off enormously well for it provided this film a vintage look that wonderfully matched the timeline it represented and also added an artistic flair to the whole medium. Editing is very precisely done with each character getting enough time on-screen without robbing its expertly controlled pace. Nino Rota's score opens the film with a sad, almost funeral-like theme music, and boasts tracks which sound very unusual for a crime drama but then it also fits the film's ambiance remarkably well. The overall work by the entire technical crew is as much responsible for this film's success as the direction, writing & performances.As far as performances go, The Godfather features a cast of incredibly gifted actors in Marlon Brando, James Caan, Al Pacino, Robert Duvall, John Cazale, Diane Keaton, Richard S. Castellano, Talia Shire, Al Lettieri & many more, and every one of them is in top-notch form. Marlon Brando makes Don Corleone truly his own, giving his character a set of unique look & traits and delivers, possibly, the greatest performance of all time which also immortalised the character of Don Corleone in cinema forever and permanently engraved Brando's status as one of world's finest actors. Al Pacino also makes his mark on the big stage and delivers the next great performance as Michael Corleone, plus his rise to power from a reluctant outsider into a ruthless mafia boss remains one of the most spectacular character arcs ever exhibited on film canvas. James Caan stars as Sonny Corleone, Don's hot-headed eldest son, and I don't recall Caan delivering any other performance of this calibre and same goes for Richard S. Castellano who plays Clemenza, a caporegime for the Corleone family. Other notable works include Robert Duvall as Tom Hagen, Diane Keaton as Kay Adams, Talia Shire as Connie Corleone, Abe Vigoda as Tessio & Al Lettieri as Virgil Sollozzo. All in all, there are no complains in this department either.Telling a tale that spans ten years of the Corleone family in three hours, while also reflecting the world of organised crime with immense character depth & complexity unlike anything before it, and ingeniously blending it with impressive direction, sturdy writing, impeccable performances, striking quotes, innovative storytelling & a mesmerizing score, The Godfather is an exceptionally well-made motion picture and certainly the one with the best cast. Ever since its release, it has become the benchmark by which all the great masterpieces are measured and its influence on cinema, especially gangster genre, is unprecedented. On an overall scale, The Godfather is universally accepted as one of world cinema's finest films, arguably the greatest ever, and the performances by Marlon Brando & Al Pacino alone are the stuff of legends. Plus, this films also marks a significant moment in cinema, in my opinion, in which the baton was passed from Marlon Brando, the finest actor of his generation, to Al Pacino who later became the finest actor of the subsequent era. The film doesn't need my recommendation because it's a must watch for every cinema lover. There are very few movies which are unanimously hailed as a great one from critics, filmmakers & viewers all around the world and The Godfather is unquestionably one of those classics and, in my opinion, the only one that deserves the top spot. A cinematic treasure you should neither refuse nor ignore, The Godfather is genre filmmaking at its most perfect, genuine, complete, crystalline & pure. One hundred percent recommended.","
            10/10
            "
"Rectangular_businessman","10 July 2010","So, those of you who haven't seen it may wonder, ""What's so good about the Godfather? Why is it that this, out of every movie ever made, is considered by so many people to be one of the if not the all-time best?"" Allow me to explain as best I can. It's the kind of movie where everything is perfect. Everything. The acting, the script, the pacing, the cinematography, right down to the soundtrack. All of it.Oh, sure, it's a leisurely movie. It clocks in at just under three hours, and the plot takes a while to unfold. But it is NOT ""slow"" or ""boring."" While not a suspense film in the traditional sense, the movie is definitely suspenseful, and I have to applaud Coppola for his excellent use of tension building. In other words, he uses the three-hour length of the film perfectly: there's not a wasted minute among these 175, not a single bit I'd take out.And besides, the acting is great. Just awesome. Brando's performance is stunning; the guy just oozes cool, as he always does. He's magnetic as Vito Corleone, arguably his most famous role ever. And, of course, Al Pacino's Michael Corleone deserves nothing but the highest of praise. It was the guy's big break, and he does a fantastic job displaying Michael's ruthless, cunning, coldly intelligent rise to power. The two of them pretty much make the movie, but even people playing bit parts give their all, resulting in a movie that makes mobsters seem very human. Special shout-out to Robert Duvall for his excellent turn as Tom ""Badass"" Hagen, and Diane Keaton (one of my favorite actresses, I'll add) as Michael's girlfriend and moral compass Kay. Having been mostly familiar with her for her roles in those classic Woody Allen movies, I had no idea she could carry a dramatic role, but she does an excellent job. And the script is just awesome, including a couple classic lines.Luca Brasi sleeps with the fishes."" And, of course, ""He made him an offer he couldn't refuse."" A whole ton of memorable ones. Actually, pretty much every line in this movie is quotable, and given its three-hour length, that's pretty impressive. And that theme song... oh man. One of the best ever written.A note also must be made on the baptism scene. All aspiring filmmakers should watch this movie for a lot of reasons, but for that scene in particular. The building of tension, the symbolism, the sacred-profane juxtaposition, the heart-stopping climax... perfect. The scene encapsulates everything I love about the movie into just a few minutes.And that's the Godfather for you. It's bleak, tender, touching, violent, thoughtful, occasionally horrifying (the famed horse head scene, anyone?), and sometimes even darkly funny. It's a complete masterpiece in every sense of the word. This, and its sequel for that matter, is a movie for the ages. Basically, if it's directed by Francis Ford Coppola and it's got Robert Duvall in it, you're in for a fantastic movie. That's a good rule of thumb. And the book it's based on is just as good!","
            10/10
            "
"GeorgeRoots","30 August 2014","Regarded as one of the greatest movies of all time. ""The Godfather"" is a beloved classic about organised crime, and the Sicilian lifestyles in America. Of course the movie is about the building of a dynasty, a business built on death, murder and betrayal that goes on to run itself on favours and illegal pleasures. However, in this story we see the life of Don Vito Corleone (Played to a tee by the magnificent Marlon Brando), giving favours on his daughter's Wedding day. Here we see a loving, caring man who is both equally loved and feared. So far in the movie, it has had fair tension and introduced us to the family. Then all of a sudden a film-maker awakens to find his prized race horse's head under his bed sheets, and suddenly the tensions of this movie rises considerably.Without really explaining anything else (I mean I really shouldn't have to), our focus is on the youngest Corleone son Michael (Stunning work from Al Pacino). As a man of considerable morals and high grounds, how far will he be willing to go when push comes to shove? Lets just say ""Falls from grace"" is a perfect statement, befitting of this rich ""Sepia"" toned movie.Something of a Masterpiece when the film came out back in 1972. ""The Godfather"", has only gotten better of age. There are so many iconic quotes and moments in the movie, and the cast is just seriously one of the best ever put to film. James Caan I hardly recognised, and Robert Duvall was just as brilliant as always. But obviously the biggest argument is, was this movie Brando's or Pachino's? Personally, I thought Brando was just incredible as always, and totally deserved the Oscar he turned down. Both nevertheless are unforgettable on screen.The pacing was impeccable, as well as the locations that are all shot beautifully. Some part of me does feel that the film is a bit too long, however a lot does happen and instantly captivates you enough to check out the sequels. The music was fantastic, helping bring the era and authenticity out of the picture and into the deepest parts of my brain. I could listen to the ""Love theme"" all day. As said earlier, the movie is about the dynasty of the family, the business of the family and the vengeance of the family. So many themes are present and so much more are explored. Every gangster film ever made owes something to Francis Ford Coppola's efforts.Final Verdict: Probably the first modern gangster epic ever made. As director Stanley Kubrick said: ""Probably the finest cast ever assembled"". 10/10.","
            10/10
            "
"Prismark10","14 October 2019","Francis Ford Coppola got Mario Puzo's pulpy novel and turned it into a cinematic masterpiece with Puzo as co-scriptwriter. Robert McKee famous for his seminars on script writing offers Casablanca as the perfect film. He deconstructs the script and movie in his seminars. He is wrong. The Godfather is as perfect as a movie you can get.When Paramount Pictures gave the movie a greenlight. The mafia families were concerned that it would lift the lid on how they operated and shine an unwelcome spotlight on the crime bosses. There were attempts to stop the movie being made. They had nothing to worry about, when the movie came out the mob bosses realized that no amount of money could buy the public relations they got from the film.Instead of murderous gangsters. The Godfather portrays the mafia as men of honour, family men who value loyalty and live by a code. Violence would only be used as a last resort. It is because we never see the outside victims of these people. The story is set within gangsters and their families and associates.The film opens with an epic wedding sequence set after the war. On the day of his daughter's wedding Don Vito Corleone (Marlon Brando) cannot refuse a request made of him. His godson Johnny Fontane drops by to sing at the wedding and requests Don Vito's help to secure a part in a movie that would secure his comeback. His informally adopted son Tom Hagen (Robert Duvall) is sent to Hollywood to persuade the film producer and when he refuses, the producer wakes up in bed with the head of his prized horse.Don Vito Corleone is a criminal, the head of the five families. He is also the moral centre of this movie. He is wise, he can be kind but he is also ageing and his values are of a world that is disappearing. Don Vito's reluctance to enter the drugs trade would be his undoing.The Godfather is really the story of youngest son, Michael Corleone (Al Pacino.) The war hero who wanted to have nothing to do with the family business but is pulled in first when his father is shot and then when a further attempt is made on his life in the hospital. After the death of his hot headed brother Sonny Corleone (James Caan.) Michael is groomed by Don Vito to become the head of the family. After his father's death, Michael plans revenge on those who betrayed his family and the rival families.In his first scenes at the family wedding, Michael explains to his girlfriend Kay Adams (Diane Keaton) the various heavies hanging around and some of the things his father did to pull favours. Michael is an outsider in his own family as he tells Kay that he is not like them. As the film progresses Michael becomes exactly like them.The Godfather has terrific performances. Marlon Brando won his second Best Actor Oscar and rejuvenated his career. On the other hand Al Pacino, Robert Duvall and James Caan were all nominated for the best supporting actor Oscars and cancelled each other out. The film won three Oscars including Best Picture. The big winner that year was actually Cabaret with eight Oscar wins including Best Director.So much of The Godfather has been emulated since. Michael Cimino was so enamoured by the movie, he opens The Deer Hunter with an epic wedding sequence to set up his story. He also cast Robert De Niro and John Cazale, two actors who appeared in The Godfather films. On the other hand Coppola would later cast John Savage who plays an important role in The Deer Hunter in The Godfather III in 1990.Then there is the climax. The christening scenes where Michael Corleone renounces the devil and all his work which is intercut with his various henchmen killing the Corleone's rivals. A trick Coppola has used in his other movies.","
            8/10
            "
"LeonLouisRicci","7 July 2013","One of the many things that stand the test of time in this Film is how the rich and deeply colored softness of the image doesn't seem at all dated, in fact, it is a beautiful way of peddling the presentation. A testament to its Artistic framing. It is the Art of the Godfather that along with the Characters and the forbidden, to outsiders, World of the Mafia that make this a memorable monument to the craft of Filmmaking.The period detail and the Casting are another spot on representation of these larger than Life Characters and their primal environment. So there is the look, the Actors, the semi-whispered dialog in tightly confined rooms, the verboten landscape, and the fact that these People are not real but are a realization of expectations and surprises.This may not be the best Film of all time, can a claim like that for any one Movie be taken seriously, but it is certainly a most finely crafted work of Art. Its influence can hardly be measured, and although the Director only came close to the two Godfather Movies with the incredible Apocalypse Now (1979), he will forever be noticed as the creative force behind Godfather and Godfather II that are both worthy inclusions in any Best Films list.","
            9/10
            "
"dalton2","2 August 1998","What can I say about this film? In my opinion it's the best film ever made in movie history. Everything in it is perfect, the elements are combined in a brilliant way, and the result is a beautiful piece of art, a masterpiece. My rating is 10 of 10.","
            9/10
            "
"slokes","20 March 2013","""The Godfather's"" greatness extends beyond my ability to sing its praises, so there's not much insight I can offer. Except this: If you haven't seen the movie, and think like I did that you'll be disappointed doing so, see it anyway.I did. And I was disappointed, at least the first time I saw it. It was good, I thought, but not that good. Like this character gets killed off too quickly, or the movie spends too much time away from the main story following one character in Sicily, or that famous lilting melody I grew up with doesn't come up for over an hour. I thought it was good, but overrated.But then I saw it again. Wow, what a difference. Three hours flew so quickly, and I found myself totally immersed in the many different stories going on simultaneously, as well as the way director Francis Ford Coppola weaves them so effectively. ""The Godfather"" has this ability to hit you a completely different way when you see it again, because there's so much depth to what you see on screen at any given moment. But at the same time, unlike a lot of ""deep-thought"" pictures, it's wonderfully accessible, at least to a multiple-time viewer like me.The story at the heart of things is simple. A mafia family, the Corleones, are going through a rough patch. Don Vito (Marlon Brando) appears to be slipping as rival crime families vie to get into the narcotics market, which Don Vito has always eschewed. After one particularly rough gangster named Sollozzo (Al Lettieri) makes a move on the Don, its up to Vito's previously clean son Michael (Al Pacino) to involve himself in family affairs and help Pop out.That the Corleones are the underdogs in this movie is part of its brilliant perversity. The movie gets you rooting for them, to the point where your journey becomes similar to Michael's. The corruption he embraces in pursuit of his father's salvation becomes something you root for, until at the end, when it culminates in an orgy of violence, you might like me get as pumped about it as you would be watching your favorite sports team pull out a come-from-behind win.Great dialogue, too, fantastically delivered. Everyone is so excellent in this movie, yet at the same time so understated. From the direction to the cinematography to the music, there's a quietness to the movie that's almost eerie, and does a lot to pull you in. Pacino, Brando, and Lettieri could all be big actors, but they all keep it contained here, especially Brando whose opening scene as the Don sets the bar very high. James Caan is the closest this movie has to an outsized performance, as Michael's hot-tempered older brother Sonny, but even he only boils up once in a while. The phrase ""It's not personal, it's business,"" comes up a few times in this movie, and the scary thing is it really is for them.Do yourself a favor and watch this movie. And if you have already, and didn't think it was that great, see it again. You may wind up as amazed as me at what a difference a second viewing can make.","
            9/10
            "
"emperor_bender","26 February 2008","This movie was everything a good movie should be. I got The Godfather box set last Christmas (I had already watched the series about 20 times by then) and I watched it honestly about 3 weeks straight after getting it. This movie however is hands-down my favorite of the series. The story was amazing, and sure made Mafia life look like paradise. I loved the characters, all of them, even the antagonists were unforgettable. Everything looked authentic 1940's style, there weren't any slip-ups as far as I can tell. Marlon Brando, Al Pacino, James Caan, Robert Duvall, John Cazale all make a very authentic looking, and truly remarkable family. I was a huge Godfather encyclopedia for a while, I knew 95% of the characters and everything, and its easy to see why, this is a very memorable movie in every aspect. I loved this film at first sight. I read some of the ""Hated it"" comments, and they all say its boring or something. Those people need to grow up, if you want an action movie watch Die Hard or something, this movie is a classic and if those people lack the taste for good movies to watch it they need to take their hate of it elsewhere. This is a perfect movie and deserves a 10/10. Watch this if you want a truly unforgettable experience.","
            10/10
            "
"maryolalov","28 January 2019","There are many mafia movies out there but The Godfather truly stands out among them. And it is not great just because it is one of the first movies in the crime genre but also because of it's great cinematography and outstanding storytelling .If you retell the plot to someone it will sound like it is extremely dull. It's just the story of how a son takes over his father's business. But the way the movie presents this plot (with many betrayals and deaths) makes it great and memorable.The acting is not always good. In some scenes it is extremely bad. Take the scene where Connie starts breaking utensils. The acting in this scene is so bad that when it comes up while I'm watching the movie, I just turn my head away. Of course I should metion that Marlon Brando and Al Pacino do a great job. Their acting is outstanding and deserves the pride it gets.The Godfather is truly a classic in the crime genre that must be on everyone's top movies list.","
            10/10
            "
"evanston_dad","29 April 2005","No American filmmaker has had a more disappointing trajectory to his film career than Francis Ford Coppola. To have directed four of the most influential films of the 70's (the first two ""Godfather"" films, ""The Conversation,"" and ""Apocalypse Now"") and then to spend the last two decades churning out one stinky product after another (""Peggy Sue Got Married,"" ""Bram Stoker's Dracula"", the third ""Godfather"") earns Coppola my award for Most Promising Director Who Most Miserably Failed at Establishing Himself as an Important Figure of American Cinema. But before ""Jack"" there was ""The Godfather."" While I feel the whole ""Godfather"" trilogy has been lauded into oblivion and is somewhat overrated, who am I to argue with the majority? People think these are great movies, and they've certainly implanted themselves permanently in our cultural consciousness.And don't get me wrong: these films have moments of greatness (at least the first two installments do). But I think ""The Conversation"" and ""Apocalypse Now"" are ultimately more interesting films, and I think Coppola stretched himself more artistically in those two films than he did in the entire ""Godfather"" trilogy combined.Of the trilogy, the first film is by far the best. It shows Coppola's flair for being able to craft a story with extreme mainstream appeal while staying faithful to his artistic vision. ""The Godfather"" doesn't look or sound quite like any gangster film before it, with it's muddy lighting and sound. It's also much more ambiguous morally than the usual Hollywood gangster film, at least any produced up to that point. The line between crime and justice is blurred sometimes beyond distinction, and the Corleone family at times acts with more honor (in its own way) than the institutions charged with upholding freedom, justice and morality. In this way, ""The Godfather"" offered a scathing critique of the foundations on which America as a country was built.Coppola, however, drives this point into the ground over the course of three films. There's really not much more to say after the first film (it's already apparent that Michael Corleone's style of rule is different from his father's, his coldness and ruthlessness necessitated by a changing time), but we have to sit through a nearly 3 1/2 hour second installment that does nothing but reiterate this point again and again. Part II at least is saved by the back story of Vito Corleone (played by Marlon Brando in Part I and Robert De Niro in Part II), and that story alone keeps Part II afloat. But Part III is wholly unnecessary and mars the whole enterprise, turning the franchise into the stuff of parody and camp.Al Pacino is the glue that holds the trilogy together, though his character really isn't as complex as a first viewing would have you believe. The major conflict facing him is resolved in the first film, and the second and third films give him nothing to do but replay what are essentially the same scenes over and over again.Other standouts in the cast include Robert Duvall, Diane Keaton and Talia Shire (who alone makes the third chapter worth watching).Obviously a must see for cinema buffs, or even casual fans, but don't feel you have to label this trilogy as great just because of the reputation that precedes it.My Grade--- Part I: A Part II: B Part III: C-","
            7/10
            "
