"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Hitchcoc","14 August 2019","Since there isn't much original that I can add, I just want to make sure that no stone is unturned. The three principles in this epic are so well developed. There are no really ""good"" guys, despite the title. But they are so well drawn that we are intrigued by the clash of spirits. It is very much like reading the Iliad. When Achilles dons the armor, he is going after another hero and must defeat one he respects. Here, respect may be the wrong word, but viable adversaries have a kind of sense of immovable object and irresistible force. There is so much violence and so many confrontations, it works so well. It, of course, got us away from the horse opera, or even the white hat of John Wayne (not to diminish the joy of those films) and created an opening for the anti-hero. What a piece of cinema.","
            10/10
            "
"Angry_Arguer","10 August 2003","Sergio Leone is an underappreciated talent.  His skill, in most cases, exceeds what he actually puts on the screen.  This is, by far, his crowning achievement and the culmination of both his work and Clint Eastwood's career.  After this, it is only pushing the plateau without success.The primary focus of this movie is not the characters, the story winds up being the least of Leone's concerns.  Instead, he is concerned about the camera and the music.  Ennio Morricone, a genius in his own right, was seriously ignored by the Academy for his compilation here--certainly one of the Top 10 ever.  He understands the crude editing of the mid-60s and exploits everything he can from the vision onscreen.  If Leone was dissatisfied with the Ennio's final product, something MUST have been wrong with him.The camera is another element that never lies.  Modern filmmakers should study this before they try emulating MTV next time.  With Leone's grandeur and a cast that understands that they aren't the real focus, how can he lose?The story, while it isn't the greatest, is better delivered than such works as The Wild Bunch.  Perhaps only High Noon understands the value of pacing and what to reveal/not reveal to the audience.  Then again, Fred Zinnemann is an entirely different director.  The character interaction here is certainly better than what Gary Cooper has to offer, not to mention the dialog includes some uncanny deliver by Eli Wallach.Overall, a classic.  This is a definer of the unconventional Western and visual literature.  4.5 out of 5 stars.  A must see.","
            10/10
            "
"Hancock_the_Superb","10 July 2007","In New Mexico Territory circa 1862, a mysterious bounty-killer known as ""Blondie"" (Clint Eastwood) and a shifty Mexican bandit, Tuco Ramirez (Eli Wallach), run a con job wherein Blondie turns Tuco in for money and then rescues him, splitting the reward money. However, the two engage in numerous double-crossings against each other, until stumbling across a dying Confederate soldier (Antonio Casale) who gives each man a clue to the location of a hidden cache of gold. Tuco and Blondie re-form their alliance to find the gold, only to find that Angel Eyes (Lee Van Cleef), a ruthless hired gun, is already after the gold. The three men form a frequently-changing series of alliances to get at the gold, and they must avoid the Union and Confederate armies operating in the region.""The Good, the Bad and the Ugly"" is a landmark film in many respects. Its cultural influence is nigh-impossible to overstate, with its iconic musical score by Ennio Morricone, three memorably amoral protagonists, the close-ups, vast landscapes, and the title itself, all of which are instantly recognizable icons of cinema, having been referenced and replicated time and again in movies, TV shows, and even commercials. It is Sergio Leone's first truly great film, a transition from the low-budget Spaghetti Westerns (""A Fistful of Dollars"", ""For a Few Dollars More"") to the big budget, artistic epics that Leone would make for the rest of his career (""Once Upon a Time in the West/America""). It is also a film of utmost importance to me; after watching this movie as an eleven year old, admiring its wonderfully quirky characters, style, music, and breath-taking cinematography, I realized for the first time that I wanted to devote my life to films, be it watching them, writing on them, or hopefully making them.""The Good, the Bad and the Ugly"" is a full-blown epic, and one with an interesting subtext. We see three completely amoral characters whose crimes - robbery, murder, and racketeering - are minor compared to the brutal carnage we see the Civil War inflicting. Taking place during the little-known Sibley Campaign in New Mexico, the film is not a documentary depiction of the war, but an allegorical one. This was the first total war, and Leone uses it as a metaphor for conflict in general, with faceless mass slaughter inflicted by rifles, machine guns, and artillery. Blondie, Tuco, and Angel Eyes' transgressions are minor compared to a brutal, Auschwitz-like concentration camp, spies being executed in the streets, towns being shelled, and vicious, stalemated trench warfare over a ""flyspeck"" of a bridge. Even our amoral heroes have amounts of humanity which set them apart from the machine-like slaughter around them; Blondie saves Tuco's life and comforts dying soldiers of both sides; Tuco struggles with a mixture of affection and hatred for Blondie, and his troubled relationship with his brother (Luigi Pistilli), and even Angel Eyes shows disgust at the carnage he sees.The movie is extremely episodic, the plot only secondary to the adventures of these characters. Leone's wonderful direction gives the film a fairy-tale quality, with an appearance of realism while being fanciful and at times almost surreal. The movie contains extremely memorable set pieces: the lengthy opening, with three gunmen going after Tuco; the ""carriage of the spirits""; the prison camp; a shootout in a town under shellfire; an epic Civil War battle; Tuco running excitedly through the cemetery; and, of course, the unforgettable climactic ""triello"". Tonino Delli Colli's cinematography is simply breath-taking, with desert landscapes as impressive as David Lean's films contrasting with the most extreme close-ups imaginable. Carlo Simi's set designs, from shelled-out towns to prison camps to the cemetery, is breath-taking. And Ennio Morricone's score is, for lack of a better word, one of the most amazing ever written, the instantly recognizable theme tune and other brilliant pieces creating the movie's indescribable atmosphere.The cast creates unforgettably iconic characters. Clint Eastwood is back as the Man With No Name, here much more human in this film despite retaining his cool, detached, shifty nature. Lee Van Cleef, who had played a likable character in Leone's previous film, now plays one of the most memorably evil characters ever. Aldo Giuffre, Antonio Casas, and Luigi Pistilli are effective in supporting roles, and Leone's usual stock cast - Mario Brega, Benito Stefanelli, Al Muloch, Aldo Sambrell, and many others - create their own iconography. But it's Eli Wallach who steals the show, as the scenery chewing Tuco, a shifty, double-crossing, foul-mouthed bandit who manages to be the most likable and human of the cast despite his faults; truly, one of the most memorable film characters ever.""The Good, the Bad and the Ugly"" is one of the most well-known and influential movies ever made, and with good reason. In terms of style, it is an absolute triumph, being one of the most amazingly made movies ever made. Those only familiar with the movie for its cast, its score, or peripherally through its iconic stature, are missing out on one of the most breath-taking cinematic experiences ever. Thank you, Sergio Leone.9/10","
            9/10
            "
"Infofreak","20 July 2003","Most people choose 'The Good, The Bad and The Ugly' as the best of Sergio Leone's superb spaghetti western ""trilogy"" (I'm putting trilogy in inverted commas because the three movies actually have no connection to each other, and Clint Eastwood, despite the ""Man With No Name"" tag,  plays a different character in each). Now it's a very close call I admit, but as much as I love this movie I'm inclined to choose the one before it 'For A Few Dollars More' as my favourite. Anyway, this is still a superb piece of pure entertainment, and Leone's movies had a massive impact on not just the western genre but action and adventure movies of all kinds. Clint Eastwood is super cool playing ""Blondie"" just as he was as Joe in the first movie and Monco in the second. FAFDM added a strong supporting character by Lee Van Cleef, TGTBATU continues that (though Van Cleef is playing a completely different guy) and also brings in  Eli Wallach as Tuco, who adds some nice comic touches.  Blondie and Tuco have lots of great scenes together, but I could have done with a lot more Angel Eyes (Van Cleef), one of the greatest screen villains of all time. Having three strong roles instead of just Eastwood is one of the great things about this movie. Another great thing is the unforgettable score by Morricone. Morricone did some of his most memorable work with Leone, and this could just be the best of the lot. Certainly the main theme (a massive hit single in the late 1960s as covered by Hugo Montenegro) is one of the most recognisable and original pieces of film music ever. Another standout is the spectacular bridge scene, surely a direct inspiration for Peckinpah's 'The Wild Bunch', a movie which owed Leone a sizable debt in my opinion. It's very difficult to pick this movie apart and single out what is so great about it as it really works as a whole. There's almost nothing wrong with it. It's one of the greatest westerns ever made and a hugely enjoyable movie that is just as compelling on your tenth viewing as your first. If you haven't seen it before I still think watching 'A Fistful Of Dollars' and 'For A Few Dollars More' first is the smartest movie, despite the three movies being a trilogy in name only, and each of the three being able to stand alone. Each movie is brilliant stuff and each comes with my highest recommendation. Movies don't get much more entertaining than this!","
            10/10
            "
"dk777","4 February 2021","A masterpiece of the western genre.The direction, cinematography, actors and soundtrack are great.The characters are imaginative and interesting, a bit satirical and just plain great. The actors are perfectly chosen for their roles and that is one of the things that makes this film excellent.Clint Eastwood, Lee Van Cleef and Eli Wallach are mesmerizing in their characters. The supporting characters are just as interesting, especially Aldo Giuffrè as the alcoholic Union Captain.There are so many plots and so many characters here that a movie seems like multiple movies at once. The film is visually impressive, rich in subtle details, and its layered story is fascinating.The soundtrack is a true masterpiece and elevates the film to yet another dimension and makes the film even more impressive.An absolute masterpiece of the western genre and cinematography in general.","
            9/10
            "
"Sleepin_Dragon","20 December 2023","The Hunt for gold is on, two bounty hunters form an uncomfortable alliance, in order to track it down.As Christmas approaches, this is the perfect way to get into the spirit of things, a movie I used to watch with my dad, who's sadly passed away.The opening music should be enough to get you hooked, one of that most famous, most catchy and best known scores of all, fantastic.I'd argue this is still Clint Eastwood's greatest movie, and he is awesome in it, talk about Mr Cool, he commands the screen. It's a tremendous movie, action packed, hugely entertaining, and at times pretty funny, it really does offer something for everyone.Great dialogue, great camera work, great visuals, this film doesn't have a single weakness, it genuinely is one of the greatest films of all time, even if you're not a huge lover of Westerns, there is still something here to enjoy.It's fabulous.10/10.","
            10/10
            "
"dvc5159","26 September 2008","A big, bravado, bold and exquisite film for its time, Sergio Leone's ""The Good, the Bad, and the Ugly"" remains one of the most seminal, influential, and exciting films of all time. With its superb cast, its beautiful and wide scenery, and its superior action sequences, this film is a masterpiece. A picture that embodies the perfect personification of masculinity. A true man's picture, and one that will stand tall among most movies today.The simple tale of how three gunslingers form an unlikely alliance of hate, in order to find $200,000 (that's $6 million by today's standards) worth of stolen gold, in a country that is ravaged by war, is elegantly told by the maestro of westerns, Sergio Leone. For its time, Spaghetti Westerns were not considered genuine art, but rather, entertainment instead. Sergio Leone is probably the only director who is smart enough to make his film compelling to mainstream and critical audiences alike. His direction is smart and strong, and you see how well his direction is as per the amount of manpower and creativity in handling the action sequences. The action sequences are raw, crisp, grand, explosive, and taut. Especially the Standoff at the end. Leone should probably be awarded a Nobel Prize for that scene alone. Leone is probably why westerns are popular among the youth of the '60s, hell, he probably influenced would be filmmakers at the time. I know of one who was particularly influenced by Leone's direction - Quentin Tarantino himself said that this film is the best-directed film of all time. And yes, although the film may be long, there's not a scene that goes by that you'll say boring.Clint Eastwood - The Good. The legendary Man With No Name. His character perfectly embodies with the true meaning of masculinity. As per in his previous films, he plays a mysterious gunslinger, one with a deadly aim and a strong sense of honor and pride. He is the perfect hero, and this film stands out as one of Clint's, if not his, best film ever.Lee Van Cleef - The Bad. Here, instead of the fatherly Doug Mortimer in the previous ""For A Few Dollars More"", we get the stone-cold assassin Angel Eyes. Van Cleef plays him chillingly to the bone. He is wicked, he is ruthless, he is cruel. He would kill anyone, be it his targets or even his own client.Eli Wallach - The Ugly. He is Tuco, a criminal on the loose. He is the most interesting character in the film, as we see the ugly side of man through him. He is two-faced, slimy, arrogant, and hate-able. But that what makes his character great. There is no substitution for Wallach, he will always be Tuco no matter what.The cinematography is absolutely beautiful. We get to see the backdrop of the glorious Wild West and the battlefields of war in all its unfaded glory. Even the cemetery scene is filmed extremely well. The music - that's another thing. The music, is masterful, so sublime, so grandiose, and so haunting. It's mesmerizing, really, to hear the great Ennio Morricone's score while looking at the actions of people, it perfectly matches the film. Not forgetting to mention the iconic and haunting theme song that's embodied itself in popular culture even until today.So, yes, this is truly cinematic brilliance. If you want to see the film in all it's glory, I reckon you readers get the extended cut DVD of the film. It's Leone's true version of this film, and it would do you some good to see his true film, not to mention the remastered picture and 5.1 sound so that you can hear the gunshots and explosions in all its fury. Make no mistake readers, this film is one of the most iconic movies ever made, and it can be proud of its status as ""Greatest Western Ever Made"". Now if only movies like these were made today as well...Overall rating: 10/10Delton","
            9/10
            "
"umlaziking","2 December 2019","Why don't we get unique films like this anymore.Films that will make u think,films that will make your heart pound fast out of fear cuz of how unpredictable they are,well this movie,the good the bad and the ugly has all that.Great story,amazing characters,amazing dialogue and the amazing soundtrack from ennio,he really nailed it.This film deserves to be in imdbs top ten films of all time it surprised me so much,greatest western ever made and definitely one of the greatest films ever made.I love this movie 10 out of 10, I really hope they don't remake this masterpiece cuz it's perfect the way it is","
            10/10
            "
"ma-cortes","19 July 2004","This is a bemusing, violent and stylish Western, it's the best Sergio Leone . The film takes part of ¨the man without name¨ trilogy united to ¨For a fistful dollars¨, and ¨ A few dollars more¨.The movie centers about the ugly (Eli Wallach) , the bad (Lee Van Cleef) and the good (Clint Eastwood) in search for a Confederate treasure buried on a cemetery whose tracks have got the three enemies and is set during American Civil War.It's too much violent but is neither tiring, nor boring, but entertaining. The film mingles noisy action , impressive battles, shootouts, violence with strong tortures, tongue in cheek, satire and a little bit of humor.The final showdown between the three contenders is breathtaking.In spite of the fact the runtime is overlong , nevertheless isn't dull . Direction by Sergio Leone is magnificent. Ennio Morricone musical score is extraordinary , the soundtrack has been imitated and copied by thousand occasions. Morricone's iconic theme music was designed in places to mimic the sound of a howling coyote . Production design by Carlo Simi and cinematography by Tonino Delli Colli is riveting . Shot in the deserts and landscapes of Spain : Burgos and Almeria , with 1,500 Spanish soldiers as extras .Eli Wallach is very well , as he steals the show , he interprets a humorous and greedy murderous thief , Lee Van Cleef plays a villain and ominous killer and Clint Eastwood makes a dirty and wry 'man without name'.This quintaessential 'Spaguetti' originated great influence of wide range in Western . It was such a good picture that had a great success. Followed by ¨ Once upon a time in West¨and ¨Duck you sucker¨.Rating: very nice, above average 8'5/10","
            8/10
            "
"droog-56936","27 November 2019","This sprawling epic changed the way the western and cinematic gunplay was shown on film. Brutal, funny and packed with characters that flow in and out of the narrative without ever feeling disjointed or dashed together. Sergio Leone pushed the boundaries of his previous two westerns and told a tale of three men and their travails through the end of the civil war in search of the hidden gold maguffin.
The result was so revolutionary that this movie is burned in the quilt of our culture.The iconic music..Clint Eastwood's Man With No Name...the closeups..everything here is classic. Arguably the best western ever made and certainly the most ambitious.","
            9/10
            "
"bobbaxter","11 July 2006","The basic plot of THE GOOD, THE BAD AND THE UGLY has been done before. In fact, the film inverts the premise of TREASURE OF THE SIERRA MADRE. In TREASURE, the three men searching for the gold worked as a team. The team broke down because of external pressure (the bandits) and internal pressure (Fred C. Dobb's paranoia). In THE GOOD, THE BAD AND THE UGLY, the three men searching for the gold never team up. They are kept apart by internal pressure (the fact that one of them is a murdering sadist) and external pressure (the ebb and flow of the Civil War).In TREASURE, only one member of the team knew how to find gold. Here, the location of the gold is a secret. Two men know opposite halves of the secret. Blondie (Clint Eastwood) knows a name on a grave. Tuco Ramirez (Eli Wallach) knows the name of the cemetery. Their shared secret forces the two men into an uneasy alliance. The third seeker is Angel Eyes (Lee Van Cleef), a professional killer. He has learned about the gold from one of his victims.The opening and Ennio Morricone's unique theme music set the tone: this will be a harsh, gritty, offbeat film. Freeze-frames tell us which character will be good (Blondie), which will be bad (Angel Eyes) and which will be ugly (Tuco). The difference between the three men isn't motive, since they all want the same thing. What sets them apart from each other is what they are willing to do to get it. Angel Eyes will torture and kill anybody who gets in his way. Tuco is a bully and a loudmouth, but he only kills in self-defense. Blondie is quiet and intelligent, a planner who carefully works out every detail well in advance.THE GOOD, THE BAD AND THE UGLY is set in a harsh, unforgiving landscape. The quest for the gold takes our characters through a desert, a prison camp, a war-ravaged frontier town, a Civil War battle and, finally the cemetery where the inevitable showdown happens. The few outposts of civilization huddle against a vast, imposing wilderness. In such places, even the best man has to be a little bit bad and ugly to survive.","
            10/10
            "
"Leofwine_draca","23 July 2016","Leone's conclusion to his DOLLARS trilogy once again shows how he had progressed as a director from the previous two films - with his style now evident and developed, his pacing slowed down to a gentle speed and exactly the right combination of editing, photography, and art direction, Leone was ready to make what many consider to be his greatest film - ONCE UPON A TIME IN THE WEST. Unfortunately, THE GOOD, THE BAD AND THE UGLY is sometimes overlooked in place of that film, and although it's only the third of a trilogy, the film still has an epic feel to it.This film's main benefit over the previous two is Ennio Morricone's score. While his music was very good in A FISTFUL OF DOLLARS and FOR A FEW DOLLARS MORE, here it becomes the stuff of legend and one of most recognised western tunes ever written; it's also by and far Morricone's best ever work, to this day. Leone retains the solid Eastwood from the previous two films and also brings back Lee Van Cleef, this time playing a bad guy (unfortunately - I prefer his heroes to his villains as I like the guy). Most screen time, though, is given to THE MAGNIFICENT SEVEN's Eli Wallach, who is also excellent as the wanted criminal Tuco, a man who lives by his wits and courage and isn't afraid to take risks.Eastwood plays his role to perfection, as he should with so much practice. He gets to say some well-remembered lines such as ""There are two kinds of people in this world, my friend..."" Van Cleef is exceptionally evil and sadistic as the villain of the piece, my only complaint is that he has relatively little screen time in comparison to the other two main stars and thus feels slightly underused. Also appearing are some familiar faces like Luigi Pistilli and Rada Rassimov.The plot is a wider and more political one than before, as it shows how the Civil War intruded upon the quiet serenity of the Old West. The brief battle scenes we do see are sweeping and epic, up there with the best put on film. Leone's direction is stylish and a work of genius, and he serves up a number of odd, memorable situations. These include a shoot-out in a bombed town, complete with blackened smoking ruins; an ingenious way to remove handcuffs; and the blowing up of a bridge. The scene is also set for one of the best sequences in cinema; the confrontation between Wallach, Van Cleef, and Eastwood in the cemetery at the film's end. Here, the music, quick photography (close-ups of people's eyes, etc.) and acting combine to make this one of the coolest, most tense showdowns in history. One must not forget the element of comedy which Leone also uses to make the film lighter and more enjoyable; he succeeds well. Definitely one of the best spaghetti westerns out there.","
            10/10
            "
"pgruendler-1","17 July 2006","Eight of Ten Stars. I was so enamored of this movie as a teen that my Northwestern University freshman dorm wall was papered with big B&W posters of mssrs. Eastwood, Wallach and Van Cleef in the Fall of 1968. I was quite the little existentialist then; ""If it feels good, DO IT!"" was the mantra of my high school Senior English teacher. Well, it felt good, and bad, and ugly. I ended up dropping out of Northwestern after Kent State and, taking the soundtrack of GBU (in my head) with me to Vietnam in 1971, I proceeded to get a real-world education in the old 'ultra-violence' as an infantryman in the AMERICAL Division... WHAT you may ask does this have to do with an American Civil War movie, directed and written by an Italian Communist? (Sergio Leone's daddy may have been more of a commie than Sergio was, but the fact is that ""A Fistful of Dollars"" was STOLEN from Kurosawa, while ""The Magnificent Seven"" was PURCHASED years before. The end justifies the means? Imitation is the sincerest form of flattery?) http://www.fistful-of-leone.com/classic/articles/prof.html I found out firsthand the moral ambiguities of war. If only I had paid attention to the subtext in GBU! If only I had studied the Matthew Henry battlefield dead tintypes as Leone so obviously had! His hideous, rotting carcases of Union and Confederate soldiers, bloating in direct sunlight, would have sufficiently revulsed me from any notion that I could 'play soldier' and survive! But here I am, having just barely survived.... and I just got out of the fabulous Fox Theater here in Atlanta where the restored GBU was projected in all its Technicolor/Technirama glory at fully loaded, screaming Morricone volume.... there must have been at least a thousand people there, and hardly anyone moved. INCREDIBLE. It is said that the movie was made to the tunes Morricone made prior to production's start; i.e. Leone played the music while shooting the scenes! Hence, these epics are giant music videos - fantasias - symphonic cinema- they are huge, elegiac tone poems! And, God help me, I still love this movie.","
            10/10
            "
"mjg32","28 February 2007","The Good, the Bad and the Ugly has a very basic storyline - 3 cowboys trying to collect a fortune in gold. Sergio Leone then set this story against a backdrop of the American civil war. It is visually stunning, and has enough action for 10 films, let alone 1. Okay, so its not geographically or historically correct, but seriously, if you care about those things so much that you don't like the film, then you are just plain sad. The 3 main characters are excellent; Clint Eastwood as the laid back hero, Eli Wallach as his dirty Mexican partner and Lee van Cleef as the evil gunman who kills for a living. The whole film is like a work of art, leading up to the final gunfight in a stadium like cemetery, 1 of the best scenes in film history. The Good, the Bad and the Ugly isn't one of those films that is thought provoking, but it is one of the best simply because for 3 hours it is very entertaining, and a thing of beauty.","
            10/10
            "
"tieman64","17 September 2010","""Nostalgia is a product of dissatisfaction and rage. It is a settling of grievances between the present and the past. The more powerful the nostalgia, the closer you come to violence. War is the form nostalgia takes when men are hard-pressed to say something good about their country."" – Don DeLillo ""God's not on our side because he hates idiots also."" - BlondieItalian iconography meets Akira Kurosawa meets Hollywood Westerns, Sergio Leone's ""The Good, The Bad and The Ugly"" marks the point at which cinema took its first big steps (if we ignore the works of Godard) into the arena of postmodernity. From here would spawn the likes of George Lucas's ""Star Wars"" and later Tarantino's ""Kill Bill"", each generation of Leone devotees increasingly flat and weightless.Leone's own work would become increasingly suffused with postmodernism's undertow of nostalgia and regret, films like ""West"" and ""America"" less about plot than they are a film nerd's feverish dreams, all the tropes of the gangster and the western genre fetishized and mourned, a series of melancholic referrals to Ford, Hawks, Boetticher, Anthony Mann, Raoul Walsh, George Stevens and the hard boiled literature of Chandler and Hammett (the first two ""dollars"" movies are essentially film noirs with horses). These films aren't about the passage of time, but the passage of cinema, a child's attempt to hold on to the images of his past. No surprise that Leone's cites John Ford's ""The Man Who Shot Liberty Valence"" as his favourite Western, as it's Ford's most melancholic and nostalgic film.Leone's films are thus primarily concerned about living with the image of ""America"", and never ""being"" American. His films revolve around a vision of America as an all pervading presence always seen from a distance, through the image. In this regard, many of his films rely on flashbacks and memory. Think the nostalgia, longing and melancholy of Colonel Mortimer in ""For a Few Dollars More"", of Harmonica and Cheyenne in ""West"", and the protagonists of ""Dynamite"" and ""America"", all of whom reflect Leone's own nostalgic feelings towards an America which he imagined, discovered, idealised, desired and naively longed for as a child (and latter as an artist). Paradoxically, however, Leone's nostalgia doesn't owe itself to distance from or homesickness for real things and places; his is a purely artistic, and so dangerous, nostalgia. What he misses are signifiers, artistic representations, and so the constant in Leone's films is therefore not subversion (that's Altman), like many claim, but rather infatuation; in the end, myths remains myths and at most they can be restated and updated, but not overturned.French philosopher Jean Baudrillard dubbed ""The Good the Bad and The Ugly"" the moment when modernism died and cinema began its crawl toward postmodernism. Baudrillard uses this term in a negative sense, speaking of a cultural obsession with ""lost objects"", referrals and went on to predict art's progression toward a kind of ""weightlessness"" (eg ""Kill Bill"") or reliance on resurrection and pastiche. While this is true for Leone's later films, ""TGTBATU"" belongs more to that sweet spot in world cinema (the late 60s and early 70s) in which iconoclasts like Antonioni, Altman, Peckinpah, Kubrick, Godard etc were thriving.And so while ""TGTBATU"" pulls from everywhere, both stylistically (the opening credits are modelled on the James Bond franchise, a series which Leone loved) and logistically (the film had financial backers in Germany, Spain and America, the cast were from all over the world and all spoke different languages etc), it's far more than a celluloid mash-up. It retains a certain weight typical of the 60s, more akin to the violent works of Siegel and Arthur Penn or the revisionist westerns of Altman, Peckinpah and late career Huston and Ford. Of course during this period you also had other extremely important but less known directors like Monte Hellman, Sydney Pollack, Robert Benton, Abraham Polonsky, George Hill, William Wiard, Elliot Silverstein and Ralph Nelson all making different kinds of interesting westerns (""Tom Horn"", ""A Man Called Horse"", ""Soldier Blue"" etc).The point is, Leone didn't ""shatter the myth"" of the Old West. Everyone during this period was doing that. Everyone was working against traditional concepts of heroism and justice. No, what Leone did was re-mythologise the West using the iconoclastic techniques of 60s and 70s cinema. He dirtied things up and then put these larger than life men back up on pedestals.Of course what ""TGTBATU"" is really known for is its wonderful ""comic book"" style. Bob Dylan crossed from folk to electric in 1965, and here was Leone making the same transition, serving up a rock and roll Western with electric guitars. And so we have masterful widescreen Techniscope compositions, powerful juxtapositions between wide shots and extreme close ups, Ennio Morricone's innovative score, a cast of slimy, dirty heroes (the film's sloppy sound dubbing works in its grimy favour) and a tale that is flippant, ironic and playfully told.Though thin like a comicbook, the film also has a very primordial undertow, a certain weight, with its dreamlike terrain of bombed out ghost towns and a soundtrack which mimics rattlesnakes, coyotes and horses. Its plot may simply consists of sweaty scroungers navigating a landscape perpetually covered in war, death and suffering, but there's nevertheless something very ""human"", existential even, about the film. Leone distills human nature down to simple elements and then injects a tone of regret such that the film seems to mourn the very ""archetypal humanity"" it revels in. Seems to mourn the very greed, violence and death that orbits around and within its small cast of characters. According to Leone, there's a little bit of good, bad and ugliness in everybody. Every bastard in this film earns our sympathy, even if we know they'd be the first to stab us in the backs.9.5/10 – (TGTBATU) 8.5/10 – (FAFDM), 8/10 – (DYS, OUATIA, AFOD), 7.9/10 - (OUATITW)","
            10/10
            "
"richardW68","10 November 2019","... this movie is still the best western ever made","
            8/10
            "
"masoncheek","16 May 2020","Movies I don't get the first time around usually become my favorites. The more I think about those movies, the more I love them and realize that I like them even more.","
            10/10
            "
"Rectangular_businessman","4 July 2010","Sergio Leone's massive epic is one of my favorite films, pitting a manic Eli Wallach as Tuco against an autistic Clint Eastwood (Leone: Eastwood has two acting emotions, with hat on and hat off). Lee Van Cleef hovers around the the center of the film menacing everyone, although his performance fades between the tension of Wallach and Eastwood. Ostensibly a story about the search for buried gold, GBU undercuts its exploitative surface by giving us almost Beckett-like relationship between a man that is wanted for murder and his partner who turns him in for the reward and then shoots the rope off his neck, a droll comment on human existence if there ever was one. Other existential moments occur in this rich film, such as the beautiful song the confederate prisoners sing while Angel-Eyes tortures Tuco, and the essay on the nature of the futility and pointless brutality of war appears when Tuco and Blondie witness a battle on a bridge they must cross.Chaotic, cynical, sentimental, violent, GBU resembles an opera more than anything. Amazingly, when this film first appeared in 1967, most critics wrote it off as one more Spaghetti Western, not seeing the fatalism, the grandeur, and the comedy of this world classic. How could you watch a film with a score like Morricone's finest and not be impressed? Don't mistake this film for realism and criticize it on that basis, as some reviewers have done. This is not a documentary-style Western (for that see McCabe & Mrs. Miller), but a Romance, based more in the imagination, more in symbolism, bowing to the classical westerns stereotypes and clichés.11/10","
            8/10
            "
"gottogorunning","13 August 2005","This movie has style - in a very elemental way - so to speak. You get an idea of the deadly, dreary desert, the deadlier bounty hunters and the deadliest of 'em all - Clint Eastwood - the man with no name! The story is a simple one to follow and is brilliantly executed by Sergio Leone using just the right landscapes along with some pretty good sets too (like the one featuring the Civil War sequence). Some of the scenes were meant to be symbolic (especially the Civil War scenes) and they did their job well.Eli Wallach is simply superb with his ""Blondieeee!!!"" screams and curses. Lee Van Cleef seems as deadly as the great Eastwood himself as ""The Bad"" guy.Cinematography - not as continuous as one would like - but manages to convey the tension in the dueling scenes very effectively.Also, the music - Ennio Morricone at his best! He has dished out some very innovative and brilliant stuff for all the three ""great"" westerns and this along with ""For a Few Dollars More"" seems to be his best.Finally, the style! Sergio Leone can certainly teach a thing or two to Quentin Tarantino or The Wachowski Brothers - in fact Tarantino acknowledges Leone's great style. And then the epitome of style himself - Clint Eastwood - with a half-burnt cigar in his lips, unshaven face, tilted hat, ragged jeans, a worn out poncho and the sharpest scowl ever which can rub out any ""Neo-with-million-dollar-goggles"" off the face of the Earth.Not genre-defining, surely - it was invented by Hollywood. But somebody from Europe really showed the world how to make westerns.","
            10/10
            "
"lediscipledessocrates","4 March 2010","I want the rating meter to allow me to rate it more than 10. I love this epic movie. Patiently shot and created , it exudes a scent of eternal beauty. This is my friends every movie goer's delight. A movie which can't be bettered. Full of outrageously funny puns and comic lines; made with an audacious appetite for cinematic patience, this movie has it all. The background score is classic. I still get charged when I see the final scenes of the movie playing to Ennio Morricone's The Trio.Deep dialogues an unbelievably smooth screenplay this movie is perfect.It's detractors complain that some parts are overdone and are too clichéd. Well those things hardly matter when you have Blondie, Tuco, Angel Eyes , The drunk Army Captain on screen exhibiting something completely out of this world in terms of cinematic achievement.I have never seen a better genre in movies than westerns and in that genre this movie stands out. This movie is undoubtedly the greatest one ever made in any genre.","
            10/10
            "
