"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Instant_Palmer","10 April 2022","Leaves one speechless - Moving, somber, and horrifying. One of Humankind's worst moments - Something no one should ever forget. This is filmmaking at its finest. Even with 7 Oscars, deserved more. On par with the greatest films ever made. Certainly cemented Steven as one of the greatest filmmakers to walk the planet. A personal labor by Steven, it is clearly something he felt compelled to do, and it shows in the intricate detail of every scene. ""Schindler's List"" is nearly flawless in every category. A must-see film for reasons beyond entertainment.🙏","
            10/10
            "
"Hitchcoc","28 March 2006","We need to look at a work of art like this to see ourselves in this movie. This is the result of a regime that no longer saw the worth of the human being. It politicize life. This leads to monstrous treatment of people (because they are not people in their eyes). I saw this film the first week it came out. We were on vacation on Hilton Head Island in South Carolina. I remember my wife and I not being able to talk for almost 15 minutes after it was over and then we needed to talk about something else. There are few experiences that can do that to someone. Since that time, I've had many others tell me the same thing. Why is this movie so much more effective than other Holocaust films. First of all, there's something personal about it. We get to know the people, even the bad guys. Secondly, the recreation of the death camps is so accurate. Then there is a spot of genius, the little girl in the red coat. If anyone wants to complain about black and white, watch this film. We get to see what can be done with shades and shadows. The work of Schindler is the work of the heart against great odds. The scene at the end when the holocaust survivors visit the graveyard, is what moves the film. I think that everyone should see this film at some time. Then sit down and think about what is being done to people here in our own country.","
            9/10
            "
"TheLittleSongbird","4 June 2009","Some of Schindler's List is very disturbing indeed, with very graphic images on the screen. I thought this film is outstanding. True, it is very long, but the Holocaust was a very long and epic event, and the movie needed a long length to convey the harsh realities of the Nazi's treatment of the Jews. The cinematography was truly excellent, and some of the close ups of people being tortured or dying was enough to make you look away. The direction was taut and focused, most Spielburg's movies are good, but don't quite always have an impact on the whole audience. Schindler's List is visually disturbing and incredibly moving, and because of this, this is definitely Spielburg's best. The acting was phenomenal. Both Liam Neeson and Ben Kingsley give superb performances, and Ralph Fiennes is also very chilling in his role. The music by John Williams is not only haunting, but also unbearably sad, believe me I was in tears for a lot of this movie. All in all, a truly moving film, that deserves a 10/10. Bethany Cox.","
            10/10
            "
"classicsoncall","18 October 2006","Probably the most powerful and important film one can watch in this or any lifetime. The Nazi atrocity is presented in stark images of horror beyond comprehension and even the power of one's own imagination. The scene that brought that all home to me was the one in which the young Jewish boy made his way down into the latrine to escape the nightmare of separation from his family, only to find others had beaten him to it. Such desperation, such will to survival.Liam Neeson, Ben Kingsley and Ralph Fiennes are superb in their respective roles. The filming in black and white is only appropriate for an era of history devoid of color. Amon Goeth (Fiennes) crystallizes the Nazi sentiment toward an entire race with one line to Helen Hirsch (Embeth Davidtz) - ""I realize that you're not a person in the strictest sense of the word"".""Schindler's List"" is hardly the type of film one can consider a favorite, it's reach goes far beyond entertainment. It deserves it's recognition as one of the best films of all time, it's power resides in giving literal interpretation to the message 'never again'.","
            10/10
            "
"troy-manatunga","29 June 2016","SCHINDLERS LIST is Jewel.Evil and indifference we see all around us every day. And there are times when goodness is as rare as lamplight in a howling storm – Michael Wilmington 93'The brutal realism of WWII, countless crimes against humanity and the darkest journey imaginable is breathed into life in this epic adaptation based on the true story of Oskar Schindler. Directed by renowned veteran director Steven Spielberg this story of morbid ethnic cleansing, is of timeless learning for generations to come. Starring Liam Neeson as Oskar Schindler, Ben Kinglsey as Itzhak Stern & Ralph Fiennes as Amon Goeth there isn't a moment of distraction from the matters at hand. Oskar Schindler an industrialist and an obvious opportunist acquires an enamelware factory in Krakow employing Jews from concentration camps in the region. Hounding prisoners to invest in his industrial venture as he reaps the financial benefits, whilst the Jewish investors are paid their returns in metal ware. As the war comes with the Germany losing, the SS begins moving its prisoners Westward to remaining camps. Oskar Schindler invests heavily on Jewish workforce by bribing the SS for his own interest. As time passes his interests were in-tuned with the well being of his workforce than himself strident towards bankruptcy.Performances that are brutally surreal and engrossing will break you down, whilst certain artistry of hand held cinematography will place you in the midst of all chaos and tragedy. Shot in black and white with certain exceptions of the odd girl in the red coat for personification, the realism of the morbid drama of the holocaust will never leave the audiences' mind. Up until 1993 Spielberg although is renowned for his creativity behind the camera certainly has not dealt with a screen play with such delicate baggage. A slip of the slightest would have this historical drama crawling, gaping for life at the mercy of its 195 minutes of runtime. Never is it so. With CGI at its minimal and the concentration on the subject, and the subjects' woe within the subject is where Spielbergs' heart is at. Enigmatic is where I am left as the end credits roll up embracing me with its moving score.What took me so long to watch this? Is something I keep asking my self now. Profound Beauty! If you appreciate art, this is a masterpiece.TITLE: SCHINDLERS LIST DIRECTED BY: STEVEN SPIELBERG STARRING: LIAM NEESON, BEN KINGSLEY & RALPH FIENNES RATED:R RATING: 09/10 RUNTIME: 195 Minutes","
            10/10
            "
"RossRivero99","16 May 2014","Steven Spielberg's Schindler's List tells what the holocaust was really like from the perspective of the Jewish people when they got sent into the concentration camps until a man named Oskar Schindler saves them from the concentration camps. Schindler is played by Liam Neeson who gives the best performance of his career as a true real life hero for the German people even though he was a member of the Nazi party in real life. What Spielberg tries to prove with this movie is that he is not only capable of making swashbuckling epics like Raiders of the Lost Ark, or Science fiction classics like E.T, Minority Report, Close Encounter of the Third Kind, or Hitchcockian thrillers like Jaws, but what he did with this movie is that he set a new movie genre to his movie-making vocabulary that got Oscar buzz as soon as it came out into theaters and was a total smash at the box office. Also not only Liam Neeson gives the best performance of his career, but so does Ralph Fiennes who plays a Nazi soldier named Amon Goeth a soldier who five no mercy at all. In order for Schindler to save the Jews from getting persecuted what he does is that the talks to his accountant named Itzhak Stern (played by Ben Kingsley) into making a list of the names of the 1200 Jewish people that he has to save. This was a remarkable movie that will stay in my memory for as long as i live and what a masterpiece Spielberg has created.","
            9/10
            "
"zaremskya-23761","23 October 2017","The Holocaust is a dark and touchy subject for many. Many believed it never happened, despite meticulous records kept by the Nazis themselves. Those who lived through it were scarred forever, and even now can barely bring themselves to discuss its horrors. Despite the controversy around the event, there is one thing for certain, Steven Spielberg created a masterpiece with Schindler's List. It is a film that will find no equal in terms of bleak, crushing drama. It sets out what it intends to do marvelously and leaves the viewer emotionally drained and questioning humanity itself.The film is in black and white, a very conscious choice by the director that makes the subject matter, already disturbing, even more so bleak and harrowing. Oskar Schindler is known for saving thousands of Jews destined for a grim fate during World War 2. The movie depicts concentration camp life is fairly dismal, with constant brutal oppression by Nazi camp guards and the sadistic Amon Goth, with a terrifying portrayal by Ralph Fiennes.Yes, this film will not make you cheery or happy. Yes it is about a miserable and dark period in human history, but it is an important film to watch for anyone interested in this historic subject matter and also a beautiful work of art for film lovers. Truly one of Spielberg's finest works. The fact that he is Jewish himself does add a personal touch to the tragic tale, but he never tries to overdo the sympathy or antipathy towards any group in the film.Everyone is human in this film, the Jews and the Nazis; the tragedy is that humanity itself failed during this period of history, and we will never forget.","
            9/10
            "
"ASuiGeneris","16 June 2017","'Schindler's List' is one of the most important, illuminating, admirable, and beautiful films ever made. It is also one of the most enigmatic, unnerving, and demoralizing ones ever made. This makes for a most interesting combination. What this translated into for me was that it took me several viewings to finish the film, finding it necessary to pause to recollect my thoughts, both wishing to remember emotionally overwhelming scenes and to let myself realize that this is history. And quite recent history. As much as I wish this were another story of some fictional premise, I would be in denial, which is exactly what this film aims to alter. Because of these very reasons, Holocaust films are usually not very successful. 'Schindler's List' remains as a preeminent exception to this. I was amazed to learn that Steven Spielberg was behind this masterpiece. Apparently, among other great directors, Scorsese & Polanski were also given the opportunity. And I am damn glad it was Spielberg who ended up with it. But I have to admit I would not have said this before seeing what he can do; apparently the variety of his talents. The same man who brought us the Indiana Jones & Jurassic Park series. Where is the Hollywood action? The pizazz? The overdone glamour? Even his more serious films, Saving Private Ryan, Catch Me If You Can, Munich, seem to be done by a completely different director. To me, they all pale in comparison to this film, which I confidently assert as the quintessential Holocaust/Nazi film. Spielberg's choice to film in black & white illustrated the foresight and vision of a master. Furthermore, his selection of what minimal color would be used (bookend scenes & the young girl's red coat) was pure genius. It gives the film a timeless quality, yet matching the feel and style of the time of the events, rather than the time of filming. Whether or not intended, the film also drew parallels to Italian Neorealism, traditionally filmed on location, with some unprofessional actors, telling the stories of struggle and everyday life. The girl's red coat was a conspicuous way to make a visually beautiful statement. Our eyes are drawn to this unexpected, sparse, vivid infusion of color. ""Look at me,"" it says. ""You can try to be in denial, but this is really happening. You cannot pretend it isn't These deaths, this injustice, this wrong is not going away on its own."" And, in fact, it is when Schindler realizes that the girl he observed so silently only days before is now gone forever, signaled only by her red coat, that he sees this and begins his dramatic character shift. The second use of color, in the bookends, seems to be primarily for the candles. Both scenes portray a family observing The Shabbat. In the opening bookend, before the start of the war, we watch two votive candles melt away into nothing; in a beautiful use of cinematography, the last of the smoke from the candles, lightly colored, dissolves and transforms into the black and white smoke from a train arriving in Krakow, Poland. A title card announces World War II. In the closing bookend, to signify redemption and the renewal of hope, these same candles are relit; color is renewed.","
            10/10
            "
"o-31546","20 June 2017","Schindler's List is one of the most critically acclaimed films in the 1990s. This Steven Spielberg historical movie, based on the life of Oskar Schindler, an ethnic German businessman who saved the lives of more than a thousand mostly Polish-Jewish refugees during the Holocaust by employing them in his factories. For Stern, a job in a war-related plant could mean survival for himself and the other Jews working. ----Yidioo, my name and site","
            9/10
            "
"Goldwaterproductions","5 June 2012","Perfect. Perfect on every level from the acting to the script, to the cinematography, everything about this movie is 100% perfect. I've watched this movie 3 times and there's nothing I would change. Even the insanely long running time of 3 hours and 15 minutes isn't a bad thing. Every scene feels important. I would highly recommend watching this movie. Although it is very violent and very heartbreaking so be warned!! But if you can handle strong violence and a difficult subject matter such as the Holocaust, then you must see it. It's my favorite movie, and I hope it will one day become yours too.Rating: 10/10","
            10/10
            "
"s-tb","20 November 2011","This movie, Schindler's List, is hands-down without a doubt one of the greatest films I have ever had the pleasure of viewing. Regardless of how much praise I include in my review, I should still think it deserves more. Few movies are actually able to pull tears out of my stubborn eyes, and the two that come right to mind are this one, and It's a Wonderful Life. Schindler's List is a grim portrayal of events in the Holocaust, while at the same time actually bringing light to some of the humanity still there. I was embarrassed when I actually started clapping in that classroom where I first watched this movie. I'd recommend it to anybody and it remains in my top selection of movies. Outstanding.","
            10/10
            "
"miguelneto-74936","18 May 2016","Schindler 's List is the best film about Nazism that I 've seen so far , the script is great , the cast is amazing, Liam Neeson , Ralph Fiennes , Ben Kingsley and etc. , the direction is Steven Spielberg , I admit that surprised me , you do not believe that the director of Jurassic Park , Jaws and É.T , directed this film is very different from the ones I mentioned , is only a proof that Spielberg is excellent and versatile, the photography is excellent , the film is all black and white, and the costumes and excellent performances are great, Liam Neeson ta great , plus the highlight in my view is Ralph Fiennes who is impeccable , the soundtrack is good, and the end is excellent , the film has a rhythm reasonable , I did not find it tiring , but many can become bored , Schindler 's List is so far in my opinion the best of Spielberg, who has exciting moments and a great cast. Note 9.4","
            8/10
            "
"crawdidd424","3 May 2002","This Movie was sensational. It was a piece of art along with being informational. It told people about the holocaust, and it also told people about the human spirit. It shows how people can just triumph over anything with just some help from one person The things that Spielberg did with the movie was incredible too. The black and white was genius, and how he had the little girl in red and the fire was phenuminal. I have never seen anything like it, Schindler's List is beyond all words.","
            9/10
            "
"Docterry","31 March 1999","I don't know why but a couple of days ago I pulled out my copy of Schindler's List.  At first I thought, well, maybe I'll watch a few minutes of it- it's so depressing but I feel like watching a good movie for a change.  I hadn't seen this picture in several years since it was released. The first time I saw the film, in the theater, I went with my parents and was somewhat in denial.  I tried to block out the pain that was before me and retain my composure.  After realizing its brilliance, I tried to forget the film.  It certainly wasn't something to dwell on.This time when I watched the film I really surprised myself.  I sat and cried like I haven't in years- but that's a good thing.  I've been so divorced from my feelings and so wrapped up in my own selfish hell that I forgot what life is capable of becoming.Now, Spielberg himself has admitted that he tends to over-sentimentalize things.  Take the scene when Stern has just been rescued from the train by Schindler and as the two men walk away the camera pans to a large room where the suitcases of  countless other souls less fortunate are being trifled through; a  pile of personal photographs of  family lay strewn amidst wasted boots and eye glasses.  That scene destroyed me with emotion yet it was something that actually happened.I will admit that towards the end, when Schindler was going on about how he could have sold his car to save more lives or sold his pin- even on second inspection, that scene seems rather forced- even enough for Jerry Seinfeld to mock.  I was kind of mad at Spielberg.  I mean, doesn't he know when to back off.  It seems with an absolute masterpiece like this film, he would have been more careful and edited out this truly ""sentimental"" passage with violins going haywire.Regardless, I'm in awe of this picture and with his latest- Saving Private Ryan, I do think that Spielberg is truly one of, if not, the greatest directors of film ever.","
            10/10
            "
"Come-and-Review","24 September 2017","The first time I've seen it, Schindler's list didn't give me much of an impression. It was horrific, black and white, and I was 15. Now, after I got myself quite a cinematographic culture, feeling the urge to identify Spieblerg's masterpiece, I came back to this movie. I knew it was rated as one of the best films generally, ever, but when I took a look at the reviews, I became really worried. Most of the 1/10 ratings bring reasonless motivations for this film's criticism. The main points of criticism that I saw are the following: 1) it manipulates facts; 2) presents a too distinct line between good jews and evil Nazis; 3) too emotional; 4) money grab; 5) ""Holocaust is bad, we already knew it"" (and this is an almost exact quote);1) the claims for this point of criticism are that it portrays a positive figure of Oskar Schindler, exaggerates several aspects of the holocaust, and portrays essentially bad Nazis (we to this latter point in 2)); Let's get this straight: unlike some reviewers claim, Oskar Schindler didn't end up as an enriched Industrialist, as some reviewers wrongly claim. In other words, he didn't earn off the holocaust anything. On the contrary, he spent his entire fortune on bribes and corruption acts in order to aid his Jewish workers. He even had to escape to Argentina, as many Nazi officers did after WWII. As for the claims of overly dramatisation, that is certainly an aspect of the film. There are a few scenes which are not accurate (e.g. the shower scene - in real life, jews didn't fear the gas chamber as they where purposely misinformed). Generally, though, I didn't see that much of an overly dramatization. Most of the times, the film presented simply factual events. Jews were in fact killed and persecuted, there's nothing overly dramatized. Concentration camps where truly such bloody places as seen in the film. Instead, maybe it even downgraded violence quite a lot., still being incredibly bloody as a film.2) Good jews vs. bad Nazis; I remember Hans Landa's monologue from the beginning of Inglorious Basterds, which centered on jews being rats in the sense that they're generally a population that could figure out a solution easily. Do not get me wrong here (obviously Landa stereotypes this immensely), but this is portrayed often, mainly in the first portion of the film. Jews going to the Synagogue to buy and sell instead of praying, some jews that join the police force and essentially collaborate with the Nazis, and some jews fight each other when hiding away during the ghetto persecution scene. I clearly would not say that all jews are good nor that all German soldiers are bad, but that shouldn't be a matter to be portrayed in a holocaust film. To see an avid jew, go watch ""A Christmas Carol"". As for ""bad Nazis"", I'd like to clear out again what is Nazional-Socialism. It was an extremist, right-wing movement that enhanced, in this case, Germany's national identity and superiority on the base of racial distinction, and urged violence on anyone that would not be member of the ""superior"" race. This movement, along with fascism, attracted a great deal of fanatics. I'd like to suggest the view of ""Novecento"", which similarly depicts the rise of fascism in Italy and its ruthless cruelty, carried on by it he insane and violent individuals which joined the party in the early twenties. I know that one movie depicted a Nazi soldier's moral division during WWII, called ""Onore e Lealtà"", which has low reviews for the same reason that prevents this film from portraying ""good"" Nazis: it is kind of dangerous, and can easily turn in a glorification of Nazis. Nonetheless, most of the cruelty is carried through a notorious war criminal, Amon Goeth. 3) Spielberg is of Jewish origins. As a filmmaker, he's considered this story very personal. Moreover, he is notorious for being emotional in his serious films. 4) It is well known that Spielberg chose to renounce for his fee as he considered it ""blood money"". Of course studios have to do a profit of their movies, but film is still a form of art. Movie makers of Spielberg's caliber do films without a simple capitalistic view of making money, but with the purpose of making an art work. Schindler's list is not a fancy action blockbuster, if nothing else, its black and white colouring identifies it as an art film. Add the fact the Spielberg felt personal about this story, and you'll realise how empty this claim is.5) This film was released in 1993; I personally don't know many outstanding holocaust films from before 1993 (certainly a lot from after 1993), or if there were, they certainly weren't as bold as this one. A black and white film about a crude subject that keeps the viewer's attention for 3 hours and 15 minutes. Think about it. I personally believe that, unlike other films (this includes my favourite holocaust film, Son of Saul), gives a such wide view on the holocaust. This film shows most of the aspects of the holocaust, some overrdramatised, but nonetheless represented. It is really stupid to see this movie as unnecessary. Conclusively, I'd like to point out that 6 million jews died due to the Holocaust. The only bigger genocide I know of is that of the native Americans, 18 million only in northen America. Seeing so many 1/10 reviews that base their claims on this being basically Jewish propaganda is worrying, especially considering the rise of right-wing ideologies that happened in the latter years. Are we forgetting history? I hope not. And, in case that's the truth, it's films like Schindler's list that remind us of that.","
            10/10
            "
"justinwest-14208","22 January 2022","I don't think I need to explain why this is a ten. Every moment in this film is there for a reason. It's just a masterpiece. Liam Neeson does an amazing job as usual. This movie is one of the most moving pictures ever put on a screen. It should be required to watch in school.","
            9/10
            "
"Moah-505q","10 February 2022","""The List Is Life""I am speechless I am speechless.....The greatest one-part movie of my life10000000/10soooo deeply touchingall human beings must see this masterpiece.","
            10/10
            "
"Leofwine_draca","16 May 2017","SCHINDLER'S LIST is perhaps one of the ultimate anti-war movies in existence. Directed by Steven Spielberg in a naturalistic, unfussy style, it's a harsh, black and white epic that looks at the extermination of the Jews at the hands of the Nazis. Some humanity is brought to the fold by an excellent Liam Neeson who plays Oskar Schindler, a businessman who somehow found himself involved in the situation and who did the right thing. Like many Spielberg films, this is shamelessly sentimental, but then it can hope to be nothing else given the subject matter. The stirring music combines with the expert direction to make this an effortless watch, complemented by Ralph Fiennes whose role is the personification of evil.","
            10/10
            "
"ving13","5 August 1998","An incredible movie.  One thing that stands out in my mind about this classic film is the great characterization of all the players due to superb acting, directing, and scripting.  Ralph Fiennes character is especially vile but at the same time human.  He may be 95% evil but to not present a stereotypical and archetypical 100% bad character makes him infinately more realistic.  Filmed in black and white, this story certainly shows the shades of gray that is the duality of man.  This is further exemplified by Schindler's own declaration of being a bad person because he could have done more good and saved more lives.","
            10/10
            "
"and_mikkelsen","25 September 2022","At this point everyone knows this movie is a masterpiece! Spielberg crafted one of his greatest and most important works to date! The importance of this movie can not be denied!Even after 80 years since WW2 and almost 30years since realease, this movie STILL feels relevant and blows you away! The use of Black and white creates a historic and authentic feel that might be the movies' greatest achievement! The movie would not be the same if it was in colours! It makes all the horrors that takes place feel real and not distant!The movie is a difficult but nescesary watch! You will cry, feel sick and disturbed cause all these terrible things actually took place in a not so distant past!","
            10/10
            "
"lee_eisenberg","7 August 2005","I can't possibly describe with words how great ""Schindler's List"" is. You can't realize it unless you watch it. Spielberg not only makes you feel like you're in the middle of it, but you continue feeling that way for hours after watching the movie. Liam Neeson does a top-notch job as Oskar Schindler, a man caught between loyalty to his government and the desire to save over 1,000 people. Equally good is Ben Kingsley as Itzhak Stern, whom Schindler saves from getting exterminated, and then helps Schindler save more people. And Ralph Fiennes as Amon Goeth, a Nazi Kommandant with plans to rape a Jewish woman. Like I said, I can't possibly describe how great this movie is. YOU HAVE TO SEE IT TO UNDERSTAND IT. 11/10.","
            10/10
            "
"KFL","24 September 1999","This is, after all, one of the more...for lack of a better word...*necessary* films to appear in recent years. Yes, humans can fall to such depths. Yes, such rampant disregard for all we hold sacred--for life, for simple virtues--is possible. Yes, such bestiality has been, is today, will be again. ...entertaining??? Perish the thought. Nothing, absolutely NOTHING about this movie is entertaining. If you want entertainment this evening, watch something else. A Cary Grant comedy, a Mel Brooks film...anything else.But this is, when all is said and done, one of the most important films ever made...because it tells us something we need very much to know, or to remember:  On your guard! There have always been, will always be more Amon Goethes!! There will always be more Auschwitzes! ...but will I have the courage to be another Oskar Schindler??","
            9/10
            "
