"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"mcw2112","4 January 2011","First off, it's clear that these IMDb ratings are no longer valid. This film was just 'ok' by anyone's standards, except maybe the plethora of teenagers that love anything that includes lots of gun fire and 'splosions. The plot was unnecessarily convoluted and chock full of lazy writing. I have really liked Chris Nolan's work, so this is not a personal attack on him; it's just nowhere near as slick as others have claimed. The biggest symptoms of lazy writing are: constant exposition in the guise of conversation, constant changing of rules set up earlier in the movie and supposedly brilliant people making illogical choices, when the plot demands it. Many have said that those of us who didn't like it were just clueless and didn't ""get it"". What's to get? The plot was not difficult to understand, just difficult to accept as anything that made any sense. A dream with a dream within a dream. Big effing deal! I bought this film on DVD and couldn't wait to see it as so many people had hailed it as the best thing since Citizen Kane. I was left feeling empty and ripped off, then again, there is an entire generation that claims ""Transformers"" and ""Independence Day"" are two of the best films ever made. I fail to understand how this over-blown, over-hyped film could garner such high ratings unless the people doing the rating have never seen a movie over 20 ears old. The concept was high-minded but the execution was pure popcorn-munching tripe. While I'll admit the cinematography was gorgeous and the acting was fairly well done, it was just so empty. As others have pointed out, when it's all just a dream, there's not a lot of tension when faceless people are shooting at you. Just plain silly, I say. (as an aside, South Park did a very funny dream-within-a-dream-within-a-dream years ago!)","
            1/10
            "
"blackmambamark","13 July 2010","Only a small handful of directors have the ability to make an audience wait on pins and needles for their next NON sequel release. For me, i cannot remember the last time i was this excited for a movie i know virtually nothing about. Now i know i may be speaking on my own here, but director Christopher Nolan very well may be the best director of our generation. Because the guy has not missed so far. ""Memento"", ""The Prestige"", The Batman Series......the guy is a loose cannon who fires nothing but cinematic gold. As time goes on, he only seems to get better and better. Hopefully he can continue the re-occurring trend.Okay, let me get this off my chest, because it feels like an alien ready to burst out of my chest........this is easily one of the 10 best movies i have ever seen in my entire life. And that is not because i built this up in my mind or bought into the hype generated around this film, because everything i thought this movie was going to be, fell short of what it actually was about 20 minutes into it. This movie is cinematic genius at it's best, plain and simple. We have been due for a movie like this for a loooonnngggg time. And i don't mean this year, or the recent string of poor movies that have been released......i mean we are due for a movie that actually changes the way we look at movies. Now i know one would be quick to say ""Well wait a minute, Avatar already did that."". But that is where you would be wrong. James Cameron gave us a feast with ""Avatar"". This movie cooks you an entire Thanksgiving dinner.I could honestly sit here and try as hard as i could to try and describe the movie to you, and it wouldn't make a lick of sense because the movie is beyond in-depth. Case in point.....you remember the first time you saw the first ""Matrix"", and how complex and deep the plot was. Well, in words, this movie makes that idea look like ""Kindergarden Cop"". No disrespect to ""The Matrix"" at all, but this movie is probably the most in-depth, detailed, complex, and entertaining movie ever created by man.And that's all Nolan seems to do. He creates these scripts that almost take a life of their own. You get a glimpse of it in ""Memento"", and you certainly see it in action with ""The Prestige""......how the actual plot outline and story, is the actual trick. In this movie, it deals with mazes, and in turn, the whole movie is like a giant maze that you try and figure out.But that's where Nolan's true genius comes in. Through out the entire picture, he gives you these little clues as to whats going on, like a puzzle, and he shows you how they all get put together, rather than putting it together for you. He leaves it up to the audience to do so. And that's what makes this movie great, because he challenges the audience like no other movie i have ever seen.And speaking of things i have never seen. In order for a movie written this well to work, it must be shot in the same fashion. And Nolan, once again, out does himself. If you are a fan of cinematography, as i am as well, then this movie, literally, is your wet dream. Talking about these elaborate dream sequences is one thing, but seeing them in action is beyond anything you have ever seen on the silver screen. Throughout the entire film, i kept taking a napkin to my face to wipe the clumps of drool that were collecting at the bottom of my jaw.Bottom Line, this is a movie i could write a novel about, and it certainly deserves that attention. To pretty much sum it up, if you want to see the movie that is going to win best picture of the year, go and see this movie. If you want to see one of the best movies in the past 10 years, go and see this movie. If you want to see a movie that will pretty much change your method of thinking, then go and see this movie. God only knows how many movies i have seen in my lifetime, but i can say with complete just, that this is certainly one of the 10 best i have EVER seen.","
            1/10
            "
"supah79","4 August 2010","Don't get me wrong, Christopher Nolan (writer, producer and director of this movie) is a very, very talented filmmaker. He will undoubtedly make that masterpiece for which he will be remembered. But that's just my point: he hasn't made it yet. The Dark Knight wasn't it and Inception certainly isn't it. Inception is a product of a director who has been given carte blanche. His vision has been put on film without someone ever saying: 'Chris, that's not going to work.' For that matter, Inception should have been Nolan's Heaven's Gate. But Inception will probably make Nolan a even bigger star. He better check his totem I felt compelled to write a review when I found out this movie had a 9.2 rating and a 3rd place overall in the top 250. Let me say: that is ridiculous. To balance the scale, I have rated this movie (a ridiculous) 1. I agree with some posts on the message board of IMDb: complex does not mean intellectual or smart. And for that matter, I don't think this film is very complex. It just asks what most movies do: go with it.DiCaprio gives a pretty good performance (with leftovers from his role in Shutter Island) as Dobbs, a person who is able the penetrate someone's dream and see or steal his secrets. Recently Dobbs lost his wife and he has not seen his children in a long time. That is because the authorities think he has something to do with his wife's death. Watanabe gives Dobbs a chance to get his life back. He needs to plant an idea (inception) in the mind of a competitor. Like a seed, it will grow. And the inspiration for the idea will seem real.One of the problems for me with the movie was that the dreamworld felt pretty flat and boring to me. Unlike The Matrix (a inception for this movie), the inhabitants of the other world do not bend the rules of gravity. The laws of physics do apply. That's not a bad decision. But I agree with one reviewer: 'Nolan's dreamworld looks like a mediocre action film from the 90's.' The bad guys walk around like video game characters with an AI set on level Easy. I almost shouted in the theater when Eames went Rambo in the snow scene. I understand the decision. Look at The Cell to see how wrong you can go if you explore the subconscious on film. But still, for me his decision to keep the dreamworld neat and clean is a cop out. Dreams don't look like this. Hopes, fears and experiences mix with (the conception of) the real world and you get a pretty original result sometimes. None of this in Inception. Oh right, the architect is in control. How convenient The whole dream within a dream concept was a little far-fetched for me. Have you ever had one? Probably not. So why, when you have a pretty basic dreamworld go with a concept this unreal? The real world does influence the dream the character's have. But they feel it and are conscious that it is the real world. That's a missed opportunity. A dream influenced by factor's unknown to the dreamer could have made it much more enjoyable for the audience.Maybe it's just not my cup of tea. Like Nolan's former projects The Prestige and The Dark Knight: I don't get all the hoopla. Yes, these movies (like Inception) are well made. They are original, have refreshing ideas, are technically good and have decent scripts. But they are not the best of the decade. And this one really is not a 9.2. I'd say a 5.5. Barely...","
            1/10
            "
"HaddonfieldJason","7 January 2011","Wow what have we here? What hast thou put before our eyes? Could it be Christopher Nolan's boorish tripe 'Inception'? I myself could not tell as the movie was far too low brow to make even the slightest impression on my vastly superior intelligence. Nolan is an amateur who makes movies based on blatantly foreseeable childish artifices that only the most unintelligent boors would find the least bit amusing. 'Inception' is the kind of film designed to make lamebrains feel like they are intelligent. Nolan's intellectualism-for-dummies should be the main title of his biography. Luckily I am smart enough to see past this charade and give the people their fair assessment of this tripe.'Inception' is built upon the notion of traveling through dream like spaces that bend time, space, and reality, yawn. It's been done before Chris in a much sounder fashion in Charlie Kaufman's epic masterpiece 'Synecdoche, New York'. That film is an orgasmic experience while 'Inception' is just beyond words describing it. I mean you might conclude that the inner subconscious would be more creative in coming up with better metaphors for security than guys with guns who chase you. The lengthy exposition- oh I mean training montage, despite having a semi-acceptable computer effect, was way more boring and less engaging than the scene it stole from 'The Matrix', and at least that scene didn't have Nolan's pretentiousness. Larry the Cable Guy is less insulting to the intellect. I mean Sarah Palin sounds smarter than Christopher Nolan's dialogue. ( Conjointly, the Herculean careener of mesh networks is titled Ariadne? Really? None of the juveniles that give you your millions will get that reference Chris but I'm glad you know how to use wikipedia)","
            1/10
            "
"kenjha","12 February 2011","Nolan has made some of the dreariest films in recent memory, but this incomprehensible nonsense takes the cake. While keeping a straight face, actors deliver lines such as ""dreams within dreams is too unstable"" and ""if we get killed we'll be lost in limbo till our brains turn into scrambled egg."" DiCaprio and company supply the ham. This movie tells us that ten hours of real time is equivalent to one week of dream time. That explains why this nightmare of a movie feels like it goes on for two days despite the running time of two and a half hours. And if one falls asleep while watching, the only way to resume one's normal life is to limbo under a totem pole.","
            10/10
            "
"doorsscorpywag","1 November 2010","I must admit I was really looking forward to this film but as with most of the big blockbusters in recent years it was a rather overrated experience. A good cast and some good acting but an overly complicated script and convoluted way of going about stuff using ideas from a lot of decent films that have gone before. The argument that if you don't like it you are too dumb to understand it does not wash as it's easy enough to understand what's going on but why it's going on does not make that much sense. One example is that for no sensible reason Leo is involved in a domestic situation that results in his wife's death and now seems to be worldwide public enemy number one?We have the usual assembling of an elite team to go in and carry out the usual impossible mission with consequences that are unknown to most of the team members that will impact on their success or not. Well that's original.Chucking sci-fi babble into a story does not always enhance the story and most of the inception idea tech talk is boring and nonsensical.The 'shock' ending is predictable and has been signposted since pretty much the start of the film which was overlong and overcomplicated and not at all as intelligent as it was made out to be. Like Shutter Island Leo is once again involved in a film that promises a lot but delivers not a great deal. Some spectacular sets and nice effects cannot cover up an ordinary fun bit of sci-fi nonsense passed off as genius. Like Avatar before it thinking it is some kind of genre changing piece of film when its just a half decent bit of entertainment that will linger with an audience until they get to the car park of KFC.Thought provoking cinema seems destined to be left behind for this kind of multi layered pseudo sci-fi babble which looks pretty but is not as clever as it likes to think.","
            1/10
            "
"tedg","19 July 2010","When I watch a movie, all sorts of machinery kicks in. I am aware of only some of that, and can massage and train only a bit of that — of what I see of myself.This machinery is based on layers, folding, recursion. It is just how the mind works, this business of seeing self. Some art — I would argue all — fits into this equation in some way: surfing, deflating, revealing some part of the flow. The most exciting to me are those that expose the machinery itself, the folding dynamics. Oh, I have no illusion that this or any simple equation is ""the answer,"" but it seems that we do live in movies, our life is the movie we make. If we want valuable art, it will be art that reminds us of that fact: a movie that is powerful enough to let us know the limits of its power.Nolan will get credit for making an entertaining artifact. The intelligence — no simply the complexity — of the story makes us invest. It is why folding works with the marketplace: it increases the entanglement we make with the story. Then Nolan can drag in cinematic effects that otherwise would be ordinary: bombs, gunfights, carchases... and we see them as extraordinary because of the perceptive entanglement.This works as well for our relationship with the actor. in interviews, Leonardo is talking openly about what first level actors know: that you deliver the character, but you also deliver a folded presentation having to do with the knowledge the actor and viewer share about the whole process. How does one play a character that is a character within? How do you project an awareness of withinness?As with ""Following"" and ""Memento,"" it isn't just about the layers; it is about how they affect one another and how they include the folds of the presentation as a film, and as we live.I would like to remark on only one aspect of how Nolan put this together: space. We have all sorts of life values represented here. We have the noir detective, the pilgrimage to family, the deceiver, the drivers... all with designated characters. In there we have the architect. She is the fourth that we know. The first is the father, played by Michael Caine. He is a master professor of some stripe — we don't really know. What we do know is Caine's face, one of the most familiar in film. Nolan knows him as Bruce Wayne's caretaker, the keeper of the enabling space for Batman (including the space carried in the costume-cape).His son, Leonardo's character, has taken his dad's empire of the mind and broken it down for use in layers. The other father here is a surrogate for Cobb's. Cobb is presumed to be the master architect, but is hampered, so he has to seek others. One we see briefly at the beginning, someone who fails. The one of interest to us is recommended by the Dad as superior to Cobb. Enter Ariadne, the goddess of the labyrinth, what in the business is called a four, a reality savant.She is the designer and guide of everything we see, everything. She is the magi, the creator; everything we see is something she made, even the illusion Cobb, has that in an inner dream he made something and lived in it for decades. Even, even the possible illusion that he returns. Even the more ambiguous architecture of lives that Cobb believes he experienced — a lifetime with his wife.There is one scene where this is not so — where the world is not Ariadne's, and for me it is the key scene. I hold it as the anchor around which I build everything.Our actual romance (Cobb and Ariadne) are in their first shared space— her first dream experience. This is Cobb's dream, his architecture. They are sitting outside by a Paris cafe, one of filmdoms most seductive places. (It seems to quote ""Irma la Douce"" in more ways than one, but certainly in the set.) He is seducing her into helping him build an inner world — risky, more engaging than anything can be. It is for the purpose of regaining his children (as he settles with his father) and incidentally saving the world from energy tyranny. He is grizzled, worn out from past wars of the mind. He has just suffered a defeat because of an inadequate architect. He is at the end of his life; this will be his last job. She is at the beginning of hers. Her face is fresh, her self open, her mind powerful but innocent. He explains that everything she sees is created by him. He then proceeds to create what has to be the best use of cinematic space I know; the environment deconstructs. It doesn't explode so much as is ceases to become boundaries of space and becomes space itself, dense, breathable. It is the most powerful, erotic thing I have experienced on screen; his space penetrates her skin to the core. When they awake, he knows he has her — forever.My believe is that Nolan opened the possibility that Moll was something he and she co- created as part of the labyrinth we go through with them, noir-wise. It is all about the fall, the connection among layers, the penetration into the soul. Nolan drapes a thriller around this, almost as a joke. But this is about seduction, spatial seduction. I imagine Chris with Emma. The question here is where is the idea planted and by whom. You may be fooled.Ted's Evaluation -- 4 of 3: Every cineliterate person should experience this.","
            4/10
            "
"mancuniangr","30 October 2011","Inception rated 12 of all films,above for instance of ALL OF HITCHCOCK'S FILMS.The problem and it isn't about rating movies only ,but let's say ,discussing who is the best footballer of all time ,or which is the best musician etc,IS that young people ,who are the majority of those who are familiar to the internet and go and write reviews ,haven't seen great people in their lifetime and can't comprehend what their real value was.It's different to listen from other people about Pele or Maradona than actually watch them ,when they were in their prime.It's different to listen from other people about the Beatles ,than actually understand what was going on, when they performed in the 60's.So OK,i won't be surprised if Justin Bieber on an online survey is higher than the Beatles ,because the teenagers are 70-90% of all internet users.So that leads to unbelievable PERVERSED results,like this above.In 10 years time the DVD version of this ""masterpiece"" might be selling 20-30 copies all over the world(not thousands).I think it's the only film ,that IMDb shouldn't care about spoilers,because you can't spoil a storyline that doesn't exist. Ridiculous ,shockingly bad,laughable but clever(clever in that they succeeded, in taking money from my pocket, for watching it).When i have watched over maybe 5000 films ,i used to gloat that i can smell from kilometers away the ""potatoes""(a phrase that means really really bad films).Not any more.Maybe when i reach 10000 films, i will have the power to save my self from the next Inception.","
            7/10
            "
"chaos-rampant","2 November 2010","I wonder how many different ways will Nolan find around making a heist movie. Whereas the average heist film basically makes a statement that hits a mark around ""crime doesn't pay"", a Nolan film at some point feels the need to peel back the heist film as an irrelevancy that no longer serves a purpose to give us catharsis and soaring emotional crescendos. Yet he makes his catharsis the same way he makes his heist movie framing devices, mechanical and calculated and 'movie-like'.For all the hoo hah of philosophical ambition about boxes inside boxes, this is still a movie where a plot is set in motion by characters saying things like ""we had to deliver Saito's expansion plans to Cobol Engineering two hours ago"" and where a team is assembled to work for ""some very very powerful people"". In all this furrore the make juvenile mistakes. The heir to the most powerful energy conglomerate in the world apparently flies to Los Angeles not in his personal jet but on an airline owned by his competitor. The movie hinges its believability in abstract stratagems like ""the subject's mind can always trace the genesis of that idea"".Like Shutter Island, I am bothered by this type of film that purports to speak at profound length about dreams and their mechanics, yet seems to understand nothing at all about dream logic. In Shutter Island dreams are tableaux of carefully constructed symbolism, detail planned in all the right spots to mean something. Inception is even less; dreams are vistas/levels of real world abstracted to a small degree. When a van tumbles over a bridge, the people dreaming inside that van find themselves bumping about in their dream! Where Scorsese's movie allowed for itself the failsafe of being able to claim that it's all a pastiche of 50's detective mysteries, Inception is a Nolan film so it must take itself thoroughly serious at every turn.The Nolans are really masters of film structuralism, I can't take that away from them nor do I want to, they excel in this. They are great architects who make boxes carefully fit within other boxes, an elaborate maze to lose the viewer in, but their idea of trascending box and maze is to the force the viewer into submission by sheer volume of plot detail. I like how we're given fragments of images that pay off later but at the same time can't help but feel that, outside the mechanics of it, when it comes to emotional response, those fragments never really challenge our expectations. For more than two hours, Nolan symbolizes Leo's guilt on leaving a family behind by showing him unable to dream/remember the faces of his children, always seeing their backs. In the end he does, yet, again seemingly through that architectural need to create another narrative box, the film ends on the ambiguous note ""is this another dream?"" that betrays the emotional response of the character seeing his children's faces.What annoys me most about this is two things though. That the movie seems content to give the impression that a villain, like a Minotaur in the far end of a labyrinth, inhabits the lowest level of the dream, closed in a hotel room of broken furniture, or a bleak cityscape of concrete buildings without features, and even characters who should know better refer to it in the third person like it actually exists down there as something more than a figment of Leo's subconscious.And more importantly, that Nolan creates a very elaborate system of dreams within dreams and simultaneous narratives that hinge on the idea that dream time is condensed (I find this fascinating, that entire lives can be played out in the span of time it takes a van to tumble over a bridge), yet he only fills those boxes with the most banal and unimaginative action set pieces. Dream levels are in turns hazy aimless blurs of something that is very gray and very rainy, of characters running around in orangecolored corridors, of characters running around in the snow shooting guns at each other.I'm not sure that Nolan could make a better movie even if he didn't have blockbuster expectations to fulfill or financial investments to protect, even with the ridiculous actions trimmed out, a dream version of Memento would not warrant Kubrick comparisons. For a generation that wasn't old enough to take the red pill ten years ago this should serve as a Matrix for the new decade, but when it comes to meaningfully capturing what it feels like to dream no one has yet to even rival Lynch.","
            9/10
            "
"harveyneary-73065","28 February 2021","This is an excellent film. The CGI is great. The characters are great. But I have one problem which is the character development. It didn't have much of it, but that is the only problem. The movie did start of really confusing, but in the 40 minute part I got used to the story. In conclusion this is a great film and I would highly recommend it.","
            4/10
            "
"phd_travel","26 July 2010","This is a totally incomprehensible movie. Unlike other jigsaw puzzle movies of today this one doesn't come together at all. There is no excitement since you can't understand what is going on anyway. There is no emotional connection with the characters since its just a mess. One scene just moves to another without any explanation or logic. I concentrated as hard as I could and it didn't make any sense at all. Even if I watched it another 3 times I still wouldn't understand it.Ellen Page looks like she was plucked from Junior high and thrust in the middle of the Matrix. Cotillard is out of place too. Even Leonardo and Gordon Levitt don't seem enthusiastic at all. Don't waste your time just because Leonardo is in it. This is his worst movie ever. This may be one of the worst movies ever period. You don't learn anything, feel entertained, laugh, cry or feel any excitement at all. The only things you feel are bewilderment and confusion and frustration. The praise - its just the Emperor's new clothes. The box office? Just the blind leading the blind.","
            6/10
            "
"sunznc","30 December 2010","Well, after writing my summary maybe I don't need to write a review.First off, this isn't really my type of film. But I watched it and tried to follow it as closely as possible.But the film is way too long, overdone, too complicated and too messy. It is also too literal. Dreams are messy, choppy, chaotic and blurry. For some reason, dreams for this crew are pretty neat and orderly. Sure things seem distorted at times but not in a dream-like manor.And then the films starts to fall into the Hollywood formula with chases, people shooting, people getting shot, blah, blah, blah.I frankly became bored with the entire thing and was glad when it was over. I don't understand all the fuss over this.","
            1/10
            "
"TheLittleSongbird","5 March 2011","I heard a number of great things about Inception, including from my sister who came out saying it was one of the cleverest and best movies she'd seen. After seeing it for myself, I thought it was a good film, but not as good as I was led to believe. Out of the Christopher Nolan movies I have seen, Inception didn't wow me as much as Memento and The Prestige, and it is one of my least favourites of his so far. Does that mean the film is bad? No, I am just saying I do not think it is Nolan's best as I have heard people say.My main problem with Inception was the lack of emotional attachment, I do understand completely anybody who says it is emotionally cold. Particularly in the characters, they are written and acted well, but not much is done to make us empathise with them and their predicaments. I loved the idea of the story, it was clever and somewhat original and it did start very compelling and intriguing, but as the film progresses it does become rather convoluted and I found myself losing a little interest. Also, the pace is uneven, as the characters became more cold and the story more convoluted, the film really does start to drag until the conclusion where the film does thankfully pick up.Inception despite these faults does have a number of strengths, especially the beautifully crafted production values, dream sequences and effects and Nolan's superb direction. Hans Zimmer's score is incredibly good too, while powerful and haunting it rarely becomes overbearing, while the dialogue is on the whole clever and thought-provoking. The acting is generally very good, both Leonardo DiCaprio, with a more hardened persona which has grown even more, and Ellen Page give strong performances and while Marion Cotillard is underused she is pretty good as well and Cillian Murphy I think gives the best supporting performance as he is superb.Overall, Inception is a generally good film but not as good as it is lauded to be. 7/10 Bethany Cox","
            6/10
            "
"and_mikkelsen","30 March 2023","This movie never gets old! Of Christopher Nolan's movies, it is the one i have watched the most outside of The Dark Knight! This really feels like a movie that only he could make! A mind bogling mix of ideas and creativity, as the concept of dreams are told to the viewer in a way, so that it never becomes too much! This is one of those movies that hooks you from beginning to end!The plot is engaging and you never know what to expect as the movie builds up and becomes more and more intense and thrilling! This is also a journey of guilt, confronting yourselves and learning to move on! Directing is amazing with some truelly iconic scenes such as the hallway fight which is expertly made and filmed! Soundtrack is equally great and iconic!Great actors who all does a great job! Lots of talent! The ending still remains one of my favorite movie endings of all time! This is a once in a lifetime experience that you dont wanna miss!","
            4/10
            "
"buckikris","12 August 2012","I can't believe I wasted 6 dollars to see this movie at the theater. It was a waste of 2 hours and 20 minutes. I don't know why this movie got so much praise, it's a pointless sci-fi movie that should have gone straight to video. I see some reviews say this movie was better than Star Wars, you have got to be kidding. Unlike Inception Star Wars had a great story, the actors even though unknown at the time impressed me; and the special effects-WOW. I must say Star Wars blows Inception out of the water still to this day. To anyone who doesn't think so must be too young to know that it took a lot more effort in the 70's to make a great film. I was really disappointed in Inception, I thought since Nolan did The Dark Knight movies this would be another success. This movie was slow, boring and really had no plot. The only thing I took from it was it was a dreams and getting into peoples heads in there most vulnerable time while they are dreaming. The ending was a WTF ending the kind that can make or break movies, but since this on was broken from the start the ending really didn't surprise me. To all who want to see a great sci-fi movie pick up the classic, like Alein, Star Wars, Blade Runner, Equilibrium, ETC.. I know from watching these movies and being a big fan of the SW saga, you won't be disappointed. Hey BTW, looking for a great TV Mini-series blockbuster from the 80's checkout V and V-The Final Battle, these movies are classics and I would recommend them to anyone who likes a great sci-fi movie.THX, Kris L. CocKayne","
            6/10
            "
"auuwws","3 November 2020","A disappointing movie The story could have been better but it was not used properly Acting was good The music was great The story of Cobb's wife was not a compelling story The film was good was not great and the way in which Robert Fisher was persuaded to break up his father's company was not convincing","
            4/10
            "
"maddog-50","5 December 2011","But not for me. The movie unmasks itself as a very uninspired convoluted pseudo something when the protagonists have to find an alternative dream-tactic because their target protects himself. What they consider to be a new psychological trick is so plain and unoriginal that becomes clear with a 'kick' that Nolan was absolutely unaware of any scientific profound background by developing the plot. The plot within a plot within a plot is not automatically an ""intellectual"" challenging procedure when one plot is the exact mirror of the other. The challenge for me was to stay awake whilst the plot stumbles from one hole to the next:How do they get connected so that can dream the same dream? Chemically, physically?? How can they transport their conscious plans into their unconscious dreams and execute them there? Etc., Etc.I can't help it, but Nolan is one of the few directors in Hollywood who can direct any script as tedious as you can imagine. There are so many moments in that movie where i thought Wow, that could have been much more suspenseful if, for instance, Cameron or so had directed it.This movie is stupid. You can make a stupid plot 'intelligent' by nesting it multiple times, it just multiplies its stupidity. In this sense the next Nolan movie could be a even greater ""masterpiece"" for meat heads: when it has a dump base plot every fool can follow, but this time the plot is the plot in the plot in the plot in the plot in the.....that's challenging isn't it?","
            10/10
            "
"CihanVercan","9 August 2010","~MY REVIEW CONTAINS SEVERAL REFERENCES TO TARKOVSKY, A QUOTATION FROM ROGER EBERT AND ANOTHER FROM CHRISTOPHER NOLAN'S INCEPTION SCRIPT (for detailed info check below the end of this article)~ Ideas need to be enriched while the roots are kept loyal, especially in Sci-Fi. Above everything else, aware of the fact that while the story is taking place in several dimensions of dreams, there is no link to the real-life. My first point is about this huge story development deficiency. The only link to our universal earth dimension is Michael Caine character and the children, and they're frozen, they're playing out there in the garden, we see from behind. This is the first thing why the whole movie is para-psychologically inappropriate. I said para-psychologically inappropriate, 'cos today psychology is in the point that dreams expose supernatural(or meta-physical) skills of human mind. If you are implanting an idea through a dream into someone's mind, it's not that easy, THE BALANCE OF NATURE WOULDN'T EASILY LET YOU DO THAT. As an example I want to compare the Inception with ""The Eternal Sunshine of The Spotless Mind"". There, Jim Carrey was going back time in his dream trying to identify the person who is dating with his fiancée; but he ends up with facing a supernatural vitality covering the person's face. The way Nolan explains is this: *(1)* ""Never recreate places from your memory. Always imagine new places."" When the time comes where Saito explains why he hired Cobb for the implantation, this is all we get: *(2)* ""You remind me of someone... a man I met in a half-remembered dream. He was possessed of some radical notions"" So the most important question one ever needs to ask ""How did they all start to dream implantation?"". There is no answer nor explanation to it. Whereas in its ancestor, ""The Minority Report"" was quite brilliant at explaining the technological advance. Compare with Matrix, the dreams are your guides to the reality, you're not a guide to someone's dream. Matrix gives you a clue of understanding how some people's lives may change with their dreams and visions. It had this inspiration that Neo became a hero out of a loser. Dreams are able to do that, as Wachowski Brothers taught us. Another comparison can be done with the good and evil side. Nolan never divides people into good vs. evil as Batman or as Memento or any films he's done. But for someone's favor, Cobb is hired by business man to implant an idea into another business man, which doesn't do any thing with the good. *(3)* ""The only condition of fighting for the right to create is faith in your own vocation, readiness to serve, and refusal to compromise"" Sci-Fi loves impossible, but it also denies the practical errors. Inception's plot is theoretically fine but practically slow off the mark. Just like Roger Ebert said at Chicago Sun, Inception's story can either be told in a few sentences or not told at all. Ebert's approach to criticize Nolan's earlier work was even more harsh. *(4)* ""How does a man with short-term memory loss, remember he has short-term memory loss?"" (for Memento). Some injuries can go engraved someone's sub-conscious, so he didn't even need to remember it, he was just living it. Though Ebert was right on one thing, that if Ellen Page hasn't been enrolled in the movie as a new chosen one to this confidential job, the whole movie was almost meaning nonsense. The things that are likable is Marion Cotillard participating as a independent virus in dreams, going in and killing whoever and whenever she likes. Ellen Page is being used to create spaces in dreams, so that the missionaries will be able to create totems that tell a person whether they're dreaming or living the reality. The only totem without Ellen Page was the spinning of the whipping top in the sleep house. Also the last dream which Di Caprio is having on the airplane was cut in the half as if it was meant for to be continued. It was the only dream that made me believe that someone is dreaming, whether it's Cobb or Arthur or any of the missionaries. 'CAUSE DREAMS NEVER LAST. *(1)*(2)*: from Quotes for Inception at IMDb / *(3)* : from Andrei Tarkovsky quotes at thinkexist.com / *(4)* : from Roger Ebert, Chicago Sun-Times, July.14.2010","
            10/10
            "
"jeroen-106","13 February 2011","Can't believe the high reviews as I think it's the worst Nolan productions to date. Means: it's a good/average movie, but not great.The whole movie is just too stylistic, the romance is cold and uninteresting, the characters are one dimensional, and the whole dream thing is just too stylistic. The movie wants to be too intelligent for its own good. I preferred how dreams where presented in ""Eternal Sunshine of a Spotless Mind"": blurry, not cohesive stories and unpredictable.Inception used dreamworlds as a cheap way of adding car chases, shoot outs in snow. The whole dream-in-dream thing is nice but doesn't add anything to the story.The romance thingie is just annoying to watch. I just don't care. But I should.Meh.","
            10/10
            "
