"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"alindsayal","12 December 2021","So with the Lockdown back in effect I thought it was time to get started on re watching The Lord Of The Rings and Hobbit Films so yesterday I watched The Fellowship Of The Ring and here is my review for it. The premise of the film sees a group of companions from different races have to come together to travel to a dark land to destroy a powerful ring and stop the dark lord Sauron.Main Character
Elijah Wood plays Frodo Baggins a Hobbit who is tasked with carrying the ring and he is great here. You really get the feeling that Frodo is out of his depth on the quest but Wood does a good job in making him likeable and you really want to see him succeed in his quest. Viggo Mortenson plays Aragorn and he is brilliant here, he is such a physical actor here and he nails all the action scenes that he is given. He is also a really interesting character, I mean you are given bits and pieces in this film to keep you interested, but not giving you too much right off the bat.Supporting Characters
There are so many characters in this film and everybody is great but I will only talk about a few of them in greater detail. Sir Ian McKellen plays Gandalf The Grey and he is awesome here, Gandalf is so wise and McKellen nails it as the wise, fun and action heavy wizard that is a real mentor figure to the rest of The Fellowship and does it effectively. Sean Bean plays Boromir and he is also a really interesting character here, he has a bit of a darker personality then the other characters but he gives a very memorable performance. Sir Christopher Lee plays Saruman The White and of course he is fantastic, he is a legend and a hue Lord Of The Rings fan so of course he is great in the role, Saruman is another really interesting cog of the film and his dynamic with Gandalf is fascinating to watch. As I said everybody is great, Orlando Bloom is great, Cate Blanchett is great, Sean Astin is great and the whole group is just so great and one of the greatest ensembles of all time.Story
The story is great, it brings you into this world as we follow these people come together on this epic quest. The characters and their connection together is what drives the film forward and you will end up caring about all of them throughout, it has a simple good vs evil but layers it with so much depth to make this a great journey. The film may be 3 hours long but the story stays interesting throughout and moves at a really nice pace to keep you intrigued for every minute of the film.Script
The script is great, it takes this fantastical world and gives us interesting and down to earth characters that we can look up to and care about. This is obviously a very dramatic film and it nails all of that but it is the humour too that makes this script legendary. You can go from drama to humour and it feels really natural and helps build the world and the characters up.Style
The style of the film is amazing, the landscapes of New Zealand where it was filmed it as beautiful as ever which is advanced by some legendary cinematography mixed with Howard Shore's epic score that just brings you into Middle Earth. Even though the film is 3 hours long it is paced perfectly and as I mentioned before keeps you invested throughout with some great action scenes.Overall
Overall, The Fellowship Of The Ring is one of the greatest films ever made, if you haven't seen this film then find not only 3 hours but nine hours to watch all of these films, heck maybe watch the extended editions but do it whenever you can as it is a must watch.Rating - 10/10.","
            10/10
            "
"Bob_Tanaka","8 July 2002","I wish I could quote the whole poem. The Lord of the Rings is, far and away, the BEST MOVIE OF 2001!!! And #2 of all time!!! Right behind the Star Wars trilogy (which I count as one movie) and right above the Longest Day. The movie does it's best to follow the books (and cuts out several pointless parts) and is just as I pictured it. AMZING acting, UNBELEAVIBLE fx, AND ALL AROUND ONE OF THE MOST SPECTACULAR MOVIE OF ALL TIME!!! 10/10!!! and I only resurve that for the BEST  the most FLAWLESS of movies!!! Nominated for 13 academy awards and should've won all of them!!! but the academy ALWAYS  goes for the artsy movies!!!!","
            10/10
            "
"claudio_carvalho","1 September 2003","In my opinion this is the best movie of fantasy and adventure ever made. The journey of Frodo Baggins and the Fellowship of the Ring is outstanding, stunning, a masterpiece. I believe there is nothing else to be said about this fantastic movie. My vote is ten.","
            10/10
            "
"pyrocitor","3 April 2006","The Fellowship of the RingWhen one begins to write one's sentiments regarding a movie such as Peter Jackson's adaptation of J.R.R. Tolkien's classic Lord of the Rings trilogy, the main problem isn't having difficulty finding things to remark upon - the main problem is knowing where to begin. The Fellowship of the Ring essentially redefined the term ""quality"", in its extraordinary ability to vastly succeed the already unreasonably high expectations of audiences and die-hard fans of the novels everywhere. It becomes difficult to avoid bias by painting the film with outlandish and likely unreasonable praises, but I must confess I could go on for literally pages pointing out how blown away I still am by virtually every aspect of this movie, the first, and in my opinion, strongest as a film of the trilogy. So I'll try to keep it concise - Jackson has truly brought the novels to life in a fashion one could never have imaged short of actually seeing it for themselves. The sets and appearance of Middle Earth are among the greatest ever created, an impeccable blend of CGI, constructed sets, and the already breathtaking landscapes of beautiful New Zealand. The beautiful cinematography brings this all to light again, in the best sense of the word - seldom does a movie look so, simply put, beautiful. The costumes and appearances of the various creatures and inhabitants of Middle Earth are once again, mind-blowing - some of the best and most convincing computer generated images are on display in these movies. This is all punctuated by Howard Shore's simply gorgeous and incredibly moving Oscar winning score.Acting is also simply nothing less than astounding, with every cast member not only seeming torn straight out of the pages of the novels, born to play their role, but also turning out pretty much flawless performances around the board. There are standouts of course, especially Sir Ian McKellan's now career defining turn as the warm yet incredibly wise and powerful wizard Gandalf, Viggo Mortenson's wonderful flawed yet noble hero Aragorn, Sean Bean's excellent and truly touching portrayal of the quintessential flawed male character Boromir, Elijah Wood as the good hearted lead character, the innocent hobbit Frodo Baggins, and Sean Aston as his faithful and loyal companion Samwise, and Christopher Lee as the corrupted and now evil wizard Saruman the White. Cate Blanchett is a huge scene-stealer, as the regal (and briefly chilling) elf queen Galadriel, while John Rhys-Davies is perfectly gruff and hilarious as cantankerous dwarf Gimli, and Liv Tyler is breathtakingly elegant as Arwen (and thankfully given more to do than simply stand around pining, as in the next two films). Then there is of course the absurdly underrated Andy Serkis' mind blowing portrayal of the creature Gollum. Though mainly seen in the next two films, Serkis already manages to make a powerful first impression with his 2 minutes or less of screen time. Again, it seems entirely fair to say the Lord of the Rings movies are among the greatest movies ever made, for their incredibly detailed attention to the details of Tolkien's novels, and their still surprising ability to exceed expectations in every possible way in film-making and storytelling terms. This is epic storytelling at its best - if you are among the very few who have yet to see these movies, strongly consider doing so - it will be well worth your while.-10/10","
            10/10
            "
"marcvuijk","22 December 2019","This will be the shortest review ever...... This is, simply a breathtaking movie experience!!!
Simply perfection!!!10/10","
            9/10
            "
"MAYESY-44","27 May 2020","The perfect start to a perfect trilogy. Well thought out and focused on getting the characters across. Lord of the rings is a much watch trilogy.","
            10/10
            "
"WubsTheFadger","19 May 2018","Short and Simple Review by WubsTheFadgerJ.R.R. Tolkien's epic fantasy novel has finally hit the big screen. Peter Jackson has created a film that is spectacular and grand it deserves all the praise and glory. Jackson swiftly enters us into the world of Middle Earth and fluidly shows the characters that are unique and genuine. The story is an epic that deserves to be experienced by all movie watchers. This film is a masterpiece.The acting is amazing. Elijah Wood, Ian McKellen, Orlando Bloom, Sean Astin, Cate Blanchett, Sean Bean, Billy Boyd, Ian Holm, Christopher Lee, Andy Serkis, Dominic Monaghan, Viggo Mortensen, Liv Tyler, and Hugo Weaving were all perfectly cast. They all perform very well.The pacing is perfect and the runtime allows you to enter the fictional world.The special effects are very good and the scenery is beautiful and mesmerizing.Pros: Epic, spectacular, and grand story, unique and genuine characters, amazing acting, perfect character casting, perfect pacing, wonderful special effects, amazing scenery, and a runtime that allows you to enter the worldCons: NoneOverall Rating: 9.9","
            10/10
            "
"auuwws","11 July 2020","One of the best films I've watched is a great movie. By the word, I highly recommend watching it","
            10/10
            "
"TheLittleSongbird","19 October 2010","J.R.R Tolkein's books are wonderful, with memorable characters, an enchanting atmosphere, strong narrative and dialogue and an epic story. Peter Jackson's trilogy mayn't be necessarily true to them, but it does have the memorable characters, the epic story and enchanting atmosphere that the books do. The Fellowship of the Ring is probably the weakest of the three, but it is a very solid start. It is I agree slower in pace to the other two, and there are some talky scenes that drag it down a tad.However, I cannot deny that this is a great film. One of the many strong assets of this picture are the visuals. The cinematography is marvellous, the costumes are splendid, the effects are great, the makeup is immaculate and the scenery is fantastic especially with Rivendell which was like a Utopia. There is also the score, what an amazing score. As much as I do like Howard Shore, his scoring for the Lord of The Rings trilogy is his most memorable for me and probably his most complex as well. There are so many beautiful and haunting parts here, sometimes even at the same time, as well as the charming Hobbits theme, the ethereal theme played while at Rivendell and the sinister bombastic sounds while at Mordor.Now I am not going to say that Peter Jackson is a bad director or an outstanding director, but he has directed some wonderful films especially Heavenly Creatures, and this is no exception, where he does a very capable job directing. The story still has its epic scope, with standouts being the confrontation between Gandalf and Sarouman, the scene in the mines with Balrok and Boromir's death scene. I also liked the pursuit of Frodo and Arwyn and Frodo with the Black Riders which was beautifully shot. Then there is the dialogue, which on the whole is excellent, Gandalf in my personal opinion gets the best of it.And the acting is very good. I do think Frodo is developed more in the sequels than here, but Elijah Wood does do a likable enough job here, while Sean Astin's bumbling yet well meaning persona suits Sam well. Cate Blanchett is a lovely Galadriel, and Liv Tyler is stunning as Arwyn. And then there is Christopher Lee, whose presence always ensures that the performance is going to be good, and indeed it was, and Ian Holm is very good as Bilbo. Sean Bean also does well with Boromir, and John Rhys Davies is a welcome presence. Aragorn like Frodo is developed more in the sequels than here, here he is more brooding and charismatic above all else. Not a bad thing really, as Viggo Mortenssen does do that very well. The standout though is Ian McKellen, who is an absolute revelation as Gandalf, the delivery to the camera, the delivery of the lines, perfectly judged. In fact the only real weak link in the cast is Orlando Bloom, yes he is dashing and handsome, but in the process he does come across as a little uncharismatic and bland.In conclusion, a great start. 9/10 Bethany Cox","
            10/10
            "
"karenlynn1","31 March 2006","I must say I was skeptical when I first heard my favorite novels were being made into films. I dreaded A-list tow headed actors and actresses over-dramatizing and/or faking their way through one of the greatest journeys ever. I feared they'd cast Tom Cruise as Aragorn, and Brad Pitt or some other overindulgent, overconfident ""golden boy"" as Legolas--a character I've loved since I first read the chapter about The Council of Elrond. ...but then I heard That Elijah Wood, a fine young child actor now grown up, was playing Frodo. I was intrigued. Sir Ian McKellen would be playing Gandalf--and I felt it would be refreshing to see him play such a good, likable character after watching him play Magnetto in X-Men (another performance of his I enjoyed.) The rest of the cast was either unknown to me at the time, or I hadn't heard that they had been cast in it yet. Needless to say I was DYING to see this movie. Unfortunately I didn't get to see the film when it first came out. In fact, I finally got to see it several months later. Definitely worth the wait. The cast, the script, the entire production was simply flawless.Within the first scene the shire that I read about when I was a child, came to life... Middle earth where I longed to escape as a child had come to life, and was even more beautiful than I imagined. THe characters were almost exactly how I had pictured them, and the excitement, the drama, and everything else seemed very, very real.My hat is off to Peter Jackson for his excellent job in bringing The Lord of the Rings to life, for those of us who grew up dreaming of Middle Earth. He did a wonderful job of (more or less) sticking to the original story, and bringing his vision of The Lord of The Rings to the big screen for all of us to enjoy. Hat's off to the cast too, who not only looks exactly like I imagined them...they act and speak, even walk just how I pictured them. Some long-time Tolkien readers may scoff at scenes that were cut out, or rearranged...or Arwen taking the place of Glorfindel in the Flight to the Ford... Well some scenes don't always translate well onto film,...I would have been bored watching Frodo wait a full ten years at Bagend waiting for Gandalf while the Sacksville Baggins' raided and pilfered what Bilbo had left behind... The Tom Bombadill scenes would have been rather bland, and taken away from the central story... And I didn't mind at all that Arwen was the one to save Frodo...that scene was so spectacular, F/X wise! I'm not going to nit pick about a female elf saving Frodo. Regardless of such changes, the movie is spectacular! If you don't like it...well then maybe fantasy movies, or classic literature brought to life is just not your thing. To each his own.But it's a must see for all Tolkien fans, all fantasy fans, and all who want to escape reality for approx 4 hours... and wander into Middle Earth.","
            10/10
            "
"Atticus_1588","29 July 2002","I have seen ""LOTR: The Fellowship of the Ring"" twice in theatres. The first time I left I knew I had seen something great...but I needed to see it again. I went back about two weeks later and realized this film is brilliant. The story is extremely strong. A simple story told complex, and greatly. Although I have not read the books I plan on eventually doing so now that I have seen the film. The acting is also a very, very strong part of this film. Elijah Wood deserved the Oscar for his portrayal of Frodo. He does such a great job. Also, Ian McKellen did a great job of Gandalf. The rest of the acting is great too. The directing is the best thing about this film along with the story. It takes you from place to place so well and vividly...it is amazing. Peter Jackson knew exactly what he wanted to when he walked into doing this film. He had an amazing vision. The music score is also another method of telling this story even stronger. It fits perfectly into any scene they are doing in the movie. If I have left anything out about this film I know why. There is so much I could tell you about this film and how much I love it but I will just point out those things. I cannot wait until ""The Lord of the Rings: The Two Towers"". It looks just as amazing as the first just from the previews. If you have not seen this, go see it NOW. In a theatre or when it arrives on DVD and VHS. 10.0/10.0 A classic","
            10/10
            "
"Skeletors_Hood","19 July 2002","I knew from the first time I saw the preview that this was a movie that I wanted to see. Now, I have never picked up a Tolkien book, and the only story I ever knew was the Hobbit, and that was from the animated movie. Now, let me make my observations of some of the reviews listed here, and I must say that everyone is entitled to an opinion, and here is mine.  If you don't like this movie, pronouncing it as boring and too long, then you obviously don't have the patience to watch a great movie, more like you love the hacked off 88 min movie that has no real script to speak of, and only took 2 months to film.  Which is fine, because I like those movies as well,but also I personally love a movie that took a lot of work, and is also very spectacular as a result.  Titanic comes to mind, for one.  I want substance in a movie, and LotR delivers.  It is a true work of art, unlike (someone mentioned ""Fight Club"" ???? A classic?! I think not).  If you only thought of it as boring, then you were only looking for action and no story, in which case the latest Van Damme movie would have fulfilled your expectations.What I truly loved about this movie wasn't just the scenery, but the acting as well.  Each part was brought to life perfectly, and the actors had great chemistry together.  I especially loved Ian as Gandalf, and I must also give a great nod to Christopher Lee, who has always made a great villain.  The action was well placed and suspenseful, and everything looked as I would expect a fantasy world to look like.  Overall a very well made movie.  If you hate it, then maybe it's over your head.","
            10/10
            "
"juliegi","22 March 2002","I think this is the best film of 2001. As an avid fan of the J.R.R. Tolkein novels, I was excited to see these being made into films. I was not disappointed by the movie which followed the books pretty faithfully without getting too long and drawn out. All of the acting was great and the special effects well-done. I cannot wait to see the 2nd and 3rd films.","
            10/10
            "
"NateW","2 July 2002","The long awaited live action adaption of the classic Tolkein novel Lord of the Rings more than justified the massive hype surrounding it. Simply put, it is one of the best movies I've ever seen. I have not been so utterly blown away by a film in a long time like I was when I saw this. Every, and I mean every, aspect of this film is executed flawlessly. The ensemble performances are truly fantastic, especially by Wood and McKellan. All I can say is I can't wait for it to be released on DVD and I can't wait for The Two Towers and Return of the King to come to theatrical release. I think we have finally seen the arrival of a trilogy that matches the magnitude of the original Star Wars trilogy. 10/10","
            10/10
            "
"bombersflyup","16 November 2020","The Fellowship of the Ring is a tale of valiance and camaraderie, as well as an expedition in sight and sound.A cinematic experience, the extended version clocking at just under 4 hours. An enchanting and wondrous beginning in the shire. The Frodo, Gandalf and Sam exchanges, the peak of the film. Frodo need not take on this burden, but like John McClane said ""that's what makes you ""that guy."" An excellent cast, with many strong portrayals. Elijah Wood in particular, wonderful. This, the best part of the series in my opinion.","
            10/10
            "
"jbirtel","3 June 2002","First...A disclaimer! (and trivia; for those who care) Lord of the Rings is NOT a trilogy, despite popular perception. It ranks as one of the longest single novel that's been written and consists of 6 books:BOOK I  ""The First Journey"" and BOOK II ""The Journey of the Nine Companions"" comprise FELLOWSHIP OF THE RING. BOOK III  ""The Treason of Isengard"" and BOOK IV ""The Journey of the Ringbearers"" are THE TWO TOWERS. BOOK V  ""The War of the Ring"" and BOOK VI ""The End of the Third Age"" concludes THE RETURN OF THE KING.(the titles were part of Tolkien's manuscript but were never used).That said, the upcoming TWO TOWERS & RETURN...are not sequels and shouldn't be viewed as such. So There !!!  Like Peter Jackson, I can't wait till the entire trilo...oops, I mean the entire story can be viewed back to back on DVD at 10 hours plus.Oh! the movie. It's great! On 1st viewing, there were more things I liked then didn't, but my perception was prejudiced from my own interpretation cemented thru many years (I read it 8 or 9 times over 20 years). But on repeated viewings, I came to appreciate the brilliance behind the maker's decisions on how to tackle the telling that would appeal to readers and non-readers alike (face it! there's no way to please EVERYBODY). Compromises were necessary; so it wasn't to the letter of the book. What was captured faithfully were the set-pieces, the characters (fleshed out beyond expectation) and the spirit of the excitement & thrills. This is what cinema should be.Those who liked the movie (readers and non) will appreciate a repeat viewing that is near improbable to catch the first time. SUBTLE SPOILER:(that's Gollum's voice screaming ""Shire"" then ""Baggins"", seconds later the Nine Riders exit the gates of  Barad-dur [the Dark Lord's tower]. Immediately what follows is Gandalf's approach toward Minas Tirith [nice long shot] that will be more prevalent as the city besieged in RETURN OF THE KING. And of course, readers will recognize Tom, Bert and Bill, the trolls from ""The Hobbit"". This is just a few bits of treasure laced thru-out the movie). (more subtle spoilers) I admired the slight changes made. I never did believe Frodo could've stayed on that horse by himself, in his condition, on his final flight from the Nine Riders (unless the horse sprouted an extra pair of hands to hold him) so Arwen's expanded role seemed totally justified. It also gave the filmaker's an opportunity to expand the role of women as heroes, that was sadly minimized in the trilo...darn-it!...I mean the epic (I almost take that back as the character ""Eowyn"" will prove in the upcoming sequ... I mean, installments of the story). Also, the Tom Bombadil episode was an amusing trifle...for the novel (I did like it), but I always wondered how anyone could film that section without producing unintentional laughter from the audience. It's ommission is ok by me, as the first part of the movie really belongs to the thrill of the chase and the terror of capture from the Nine.There are so many nice things said about the performances, the music, the locales, the props (wonderful) that's been said better then I can (most of all...Jackson and the collaborater's vision) so, no sense in repeating it here. It's not totally flawless...but realistically...what is?? As far as it's slight from the American Academy Awards as Best Picture...big deal! (It did win the British Award and American Film Inst. Award) No lack of any award robbed my enjoyment from Citizen Kane, Chinatown, Wizard of Oz (I equally loved the movies that did win_) and the lack of Best Picture won't take any pleasure away from Fellowship.. (please don't interpret that I'm lumping these movies on the same level - I'm just making a point - then again, maybe I am)For those who didn't enjoy it as much, that's understandable. No movie in history has been unanimous amoung critics, or viewers for that matter. I wasn't sure how much I enjoyed it the first time, but after many repeat viewings, I surrender!   10 out of 10","
            10/10
            "
"MrFilmAndTelevisionShow","26 July 2021","There can be little doubt that the Lord of the Rings film are the greatest trilogy of all time. At the time of writing the films sit on the top 250 at 7th, 10th, and 14th. No other trilogy is so highly rated. The Godfather Part III is nowhere to be seen on the Top 250.Peter Jackson + Howard Shore + The the amazing actors (every single one was absolutely brilliant, from Elijah Wood to Marton Csokas. Not to mention all the stunt doubles, special effects team, editors all all others who made this film/these films what they are. And a special thanks to the country of New Zealand for being so very beautiful!This is my favourite film of all time, no doubt about it, there are no criticisms that I believe are valid!","
            10/10
            "
"Bon_Jovi_chick","17 May 2002","I didnt see it until Easter. It was a choice between ET, A BEAUTIFUL MIND or LORD OF THE RINGS. Me and my mum decided ""what the heck lets see LOTR"" and afterwards I was like WOW!!!The effects were so cool, the story was easier to follow than the book was and Christopher Lee was soooooooo cool!Id give it 10/10 and bring LOTR 2!!!!","
            10/10
            "
"Prestige_Never_Pride","23 September 2008","I confess to say that I did not see the first two LOTR films in theaters. The fact of the matter was that my sister was 6 years old and scared easily, so my father wouldn't take her. So, my father went on his own to see them. I did, however get to see Return of the King in theaters. I was entranced. I was 12 years old at the time, and I didn't understand the story. But I was captivated. When Pippin sang his song, I was in tears. At the very end, I was sobbing. The sense of beauty it had...I couldn't even describe it. So, I watched the first two movies respectively with my father. And now I was within Middle-Earth. I read the books the same month that I saw all three films. Simultaneously, in fact. That is my admiration story.What can I say about this movie that won't fill a novel? Where do I start? I suppose with Peter Jackson. I was so struck to learn how these beautiful works of art, Tolkien's magnum opus, inspired him to want to take on such a daunting yet gratifying task. He saw more in those books than I had read from them, and I'm glad that a dedicated fan brought these jewels to screen. Thank you, Mr. Jackson! The cast? Absolutely beautiful. Their friendship is so apparent, so close, not faked as you see in many other movies. Not one actor in those three films were bad. Yes, you heard me. So those of you who said that the casting was terrible, let me say to you: ""Not all those who wander are lost.""Elijah Wood, who is a very gifted and bright young man, has such an incredible beauty (inside and out) to portray such a conflicted and fatalistic character. His own striking idealism, innocence, and understanding was such that you fell in love with Frodo at first sight, but not to the point where he seemed weak. Elijah is Frodo incarnate, and anyone else would have ruined the role.Sean Astin, another very bright young man, shows his warm wisdom as Samwise, as well as a courage the likes of which I have never seen before in any performance. He had such an aura of honesty and kindliness that it shone like a light on screen. His friendship with Frodo (Elijah respectively) is so obvious and true on-screen, and not a sappy, cheesy ""Hollywood"" special. Friendships that are too sappy (and fake) will kill a movie, but this one was so obviously real and strong that it touched we fans in such a deep way (for those who could appreciate it).I can't say everything I would like to about these movies. The marriage of deep friendship, dedication, and beautiful, realistic special effects creates an entrancing epic that will be hard to rival by any movie. Those who negatively rated these movies, did you actually pay any attention to the screen as you watched the movie? For those who have never seen these movies, please, do. The deep bonds shared by these actors, all of them, are so beautifully shown, and the cast clearly underwent a lot of stress (For those who own the Extended Versions of these movies, you might hear some horror stories from Astin, Wood, Mortensen, Serkis, and more, if you listen to the documentaries/commentaries), but it is clear that they love their roles, and it shines through in their voices, their faces, and especially their acting.I neglected to mention the efforts of the crew. Without them, over 5,000 people strong, these movies would not have been possible. They created Middle Earth in such way that it seemed possible to be a shadow of our past: a past world on Earth that faded away long before our time. Thanks be to them.Yes, there are differences from the books. There always are, in any adaptation. I saw that some people commented about how weak a character they thought Frodo seemed compared to the book, because several moments in which he looks Evil in the face were shortened/changed in the film version. That isn't true. Not at all. True heroism means not only defending others, but accepting aid from others. True heroism means that one accepts that they can't do everything alone, and accepts the aid of those willing to give it. THAT is true heroism. Frodo shows that in every light, even if it isn't always obvious. You can see with much more than your eyes...Overall, if these were the last movies I thought worthwhile enough to watch (I hope cinema doesn't become that bad), it would be fine by me. Thanks to all of the people who brought this to us, the LOTR fans. To my fellow fans, I say: ""May it be a light for you in dark places, when all other lights go out."" 10/10, and then some.","
            10/10
            "
"dawamm","10 June 2020","Nearly 20 ish years and this film still bangs,Absolute banger,Pure cinimatic masterpiece","
            10/10
            "
"JayWolfgramm","1 September 2022","Let's take a moment and consider what a risk this was for New Line Cinema. It's the late 90's early 2000's and Peter Jackson comes in and wants over 100 million dollars to make a fantasy movie. Peter Jackson, a director whose previous credits include ""The Frighteners"" and ""Bad Taste"". Fantasy films were seen at the time as box office poison. Lord of the Rings was seen as a book that could not be adapted. It had a loyal fanbase, but the film adaptations had already tried and failed to bring in a return. And Jackson was wanting to film 3 movies altogether at once. This pitch must have sounded crazy. Thankfully for all involved they gave the greenlight and we got this wonderful film.This is the go to fil as an example of grand fantasy epic. The cinematography and effects are breathtaking, letting the audience grasp the huge scope of the adventure. The music by Howard Shore is pitch perfect, conveying triumph, mystery, sorrow and any emotion needed for the time. Although magical and mysterious, the film seamlessly explains the stakes and story to the audience. The action scenes are all well shot and the quest always feels like it is going forward.Along with the technical aspects of music and editing, what really holds this film together are the characters. All 9 members of the fellowship are casted and acted perfectly. All the characters the fellowship come across do a fantastic job. Christopher Lee as Saruman, that is the role this man was born to play. They bring these literary characters to life in such a way that I can't picture anyone else in the role.Compared to the other two films in the epic trilogy, this one is the most focused. As the films go on, the storyline will get split into the different side quests of the groups. But in this first one, save for cutting to Saruman, the story focuses primarily on the adventure of our fellowship. This is also the only one of the trilogy that has Enya do the end credits song, clearly all the other movies could have benefited from doing the same.I'm not sure what more I can add to the conversation that hasn't been said before. There is no other movie with such a long runtime that I have watched as often as Lord of the Rings. Prepare yourself for the adventure of a lifetime, the one fantasy film to rule them all.","
            10/10
            "
"TBJCSKCNRRQTreviews","25 December 2009","I have never read a single word of anything by Tolkien. This is not my genre; I have always disliked fantasy, and largely, adventure, as well. Prior to my viewing of this, I didn't care for Jackson, although The Frighteners had its moments. I put off watching this until tonight, where it was on TV. In other words, I cannot judge this as an adaptation, nor can I comment on the Extended Edition. What I can say is that this gripped me from the first frame and did not let go until the last one. That ought to give you an idea of how well-crafted and brilliantly executed a cinematic achievement it is. The plot is compelling and well-told. In spite of a large group of characters, this keeps track of, and develops, them all quite nicely. The acting is spot-on. I did find the comic relief to be annoying, but there's immensely little of it if you look at the overall running time, that aspect of it wasn't made for me(I can imagine kids enjoy it, and it's harmless and inoffensive), and it's easy enough to look past. This looks gorgeous all the way, and the effects are astonishing. The design of beings, locations and items is all creative and well-done. Cinematography and editing are excellent. This is very exciting, and the action is cool and has the impact it is meant to. The score helps the epic scope, and the foreign, non-human language-use makes the world we are seeing feel more strange and distant. There is nothing really offensive in this, though children might find the battle sequences too intense. I recommend this to everyone who can see themselves getting into this. 10/10","
            9/10
            "
"moviesleuth2","28 July 2008","Personally, I'm not a big fan of fantasy. I find it rather pretentious and for most entries into the genre, silly and/or melodramatic. But Peter Jackson's ""Lord of the Rings"" is an exception. It's a grand adventure filled with limitless energy and likable characters. The series is at the top of the IMDb ""Top 250"" list, and rightly so. The first installment is extraordinary.I'm going to skip over the plot because by now everyone knows it. The acting is pitch-perfect across the board. Elijah Wood has clearly grown out of his kid roles, and is terrific as Frodo. His co-star Ian McKellen may have gotten the Oscar nod for his role, but Wood equals him. Likewise, McKellen finds the right note for Gandalf. Everyone else is perfectly suited for their roles as well. Special note goes to Sean Bean, who made a career out of playing creeps and villains, is successful as Boromir, and shows that he has more range than people may give him credit for.The stakes were incredibly high for this film series, and obviously it paid off. Peter Jackson deserves much of the credit. His work here is the fantasy answer to George Lucas' ""Star Wars"" saga. Unlike much of today's CGI, it wasn't done cheaply, and everything looks authentic, and the result is breathtaking. It's hard to tell what's real and what's not. But Jackson's skill goes beyond the effects. Much of the acclaim of Tolkien's series is the fact that he created a whole new world. Jackson does the same thing; it doesn't feel like a bunch of effects were added to sets or everything was in front of a blue screen. Jackson has created a whole new world, just like Tolkien did.Of course, this would not be worth anything if Jackson and his co-writers hadn't written a screen adaptation that was worthy of the book (which I have not read). Everything moves smoothly and nothing feels left out or short-changed.Many films have been destroyed by too much hype. But ""The Lord of the Rings: The Fellowship of the Ring"" is so grand that nothing could diminish its spectacle. And what a film to deserve it!","
            10/10
            "
"sdillon-1","25 July 2003","CONTAINS POSSIBLE SPOILERSJRR Tolkien's staggering trilogy The Lord of the Rings is my favourite novel of all time.  To call it the literary equivalent of the (original) Star Wars trilogy if anything undersells it, as much of Star Wars is inspired by it. When I heard Peter Jackson was going to make films of my `precious' books I was nervous to say the least.  How could he possibly succeed?Then, in December 2001, I breathed an immense sigh of relief combined with an almighty gasp of delighted surprise.  The first film in the trilogy not only lived up to expectations, it surpassed them.  If anything, the film was better than the book.  I say this simply because cinema is my preferred artistic medium.  What Peter Jackson did was not merely film the book (as was the case with the first two Harry Potter films) but instead translated it into cinema.  Jackson emphasised what was cinematically potent, reinvented a number of sequences and trimmed a few others with the apparent motto `show don't tell', which is of course what great cinema does.The resultant adaptation of The Fellowship of the Ring is an unmitigated masterpiece.  A dynamic, epic, beautiful and sweeping work that knocks the socks of anything in the fantasy genre since Star Wars in 1977.  It is nothing less than criminal that it didn't win the Oscar for best picture.The deceptively simple plot can be summed up in one phrase: `evil ring must be destroyed'.  For this to happen, representatives of all races in Middle Earth - Humans, Hobbits, Elves, Dwarfs etc - must unite against the forces of evil led by the Dark Lord Sauron who wants to regain the great Ring to rule and cover all the world in darkness.The complicated backstory is brilliantly rendered in a splendid prologue outlining the history of the Ring and how it came to be in the hands of the Hobbit Bilbo Baggins.  Bilbo's nephew, Frodo, takes up the quest to destroy the Ring with the help of wizard Gandalf and a fellowship representing the other races in Middle Earth.The ensuing adventure is so full of excitement, adventure, humour, irony, melancholy, terror and tragedy that it really is impossible to describe the emotions of the story in a few words.  Although the plot deals specifically with the timeless theme of good versus evil, it also encompasses complex issues such as immortality, temptation, and growing up.  There have been several misguided attempts at pinning Tolkien's work down in allegorical terms, most recently to the post September 11th war against terrorism.  To do this is to miss the point.  Tolkien himself claimed his work was neither allegorical or topical.  It was instead intended to be a `fake history' or mythology for England and Europe, rooted deeply in his Christian beliefs.The casting in the film is impeccable.  Sir Ian McKellen simply is Gandalf, Elijah Wood excels as Frodo, Viggo Mortensen is superbly rugged as hushed-up-King Aragorn, Ian Holm makes a tragic and moving Bilbo, Sean Bean is wonderful as Boromir - a man gradually seduced by the evil of the Ring, and Christopher Lee is great as turncoat wizard Saruman to name just a few.The cinematography is staggeringly beautiful, making great use of breathtaking New Zealand locations.  The special effects and production design are groundbreaking.  Editing and sound are both first-rate.
Finally, Howard Shore's magnificent music score deserves a special mention, the best I've heard of its type this side of Star Wars.  Not only does he manage to create a sweeping work similar to a full-blown opera, but he manages to incorporate Elvish poems and songs that were an frequent feature of the novel unable to be included elsewhere.The extended edition of the film is an interesting alternative edit, with new bits and pieces which are all good (especially for fans of the book), but to be honest it doesn't matter which version you see.  The film's staggering attention to detail, its unswerving conviction and its brisk pace (not a duff moment in its entire running time) make this quite simply one third of the greatest fantasy film ever made.","
            10/10
            "
