"Category","Brand_Description","Price","Review_Count","Rating"
"Projectors"," Native 1080P Projector,9800 L Projector for Outdoor Movies with 450"" Display, Support 4K Dolby & Zoom,100000 Hours Life Indoor and Outdoor Projector Compatible with TV Stick,HDMI,VGA USB  $899.99$899.9941% coupon applied at checkoutSave 41%  with coupon  FREE delivery Sat, Jan 27 Or fastest delivery Fri, Jan 26 Only 12 left in stock - order soon.","899","Save 41%",""
"Projectors"," Updated Mini Projector with Bluetooth and Projector Screen, 9500Lumens Full HD 1080P Portable Video Projector, Home Theater Movie Projector Compatible with HDMI,USB,AV,Laptop,Smartphone  4.3 out of 5 stars 6,803  2K+ bought in past month$79.99$79.99 List: $99.99$99.9925% coupon applied at checkoutSave 25%  with coupon  FREE delivery Sat, Jan 27 Or fastest delivery Fri, Jan 26 More Buying Choices$62.37(9 used & new offers)","79","6,803","4.3 out of 5 stars"
"Projectors"," [270°Adjustable Stand] Mini projector with WiFi and Bluetooth, Outdoor Portable Movie Projector 1080P Support, Auto Keystone Home Projector for Phone/TV Stick/Laptop, WiMiUS Latest S27  4.6 out of 5 stars 248  1K+ bought in past month$129.99$129.99 List: $199.99$199.99$50.00 coupon applied at checkoutSave $50.00  with coupon FREE deliveryMore Buying Choices$112.31(4 used & new offers)Also available in Gray","129","248","4.6 out of 5 stars"
"Projectors"," Mini Projector, CLOKOWE 2023 Upgraded Portable Projector with 9000 Lux and Full HD 1080P, Movie Projector Compatible with iOS/Android Phone/Tablet/Laptop/PC/TV Stick/Box/USB Drive/DVD/Game Console  4.4 out of 5 stars 2,822  1K+ bought in past month$69.99$69.99 List: $99.99$99.9940% coupon applied at checkoutSave 40%  with coupon  FREE delivery Sat, Jan 27 Or fastest delivery Fri, Jan 26 More Buying Choices$47.97(10 used & new offers)","69","2,822","4.4 out of 5 stars"
"Projectors"," Mini Projector, Magcubic HY300 Auto Keystone Correction Portable Projector, 4K/ 200 ANSI Smart Projector with 2.4/5G WiFi, BT 5.0, 130 Inch Screen, 180 Degree Flip, Round Design, Home Video Projector  3.3 out of 5 stars 1,119  1K+ bought in past month$79.99$79.99$10.00 coupon applied at checkoutSave $10.00  with coupon  FREE delivery Wed, Jan 31 More Buying Choices$67.31(5 used & new offers)","79","1,119","3.3 out of 5 stars"
"Projectors"," Outdoor Projector, Mini Projector for Home Theater, 1080P and 240"" Supported Movie Projector 7500 L Portable Home Video Projector Compatible with Smartphone/TV Stick/PS4/PC/Laptop  4.3 out of 5 stars 2,992  1K+ bought in past month$69.99$69.99 List: $99.99$99.99Join Prime to buy this item at $49.99 FREE delivery Mon, Jan 29 More Buying Choices$49.47(6 used & new offers)","69","2,992","4.3 out of 5 stars"
"Projectors"," Projector with WiFi and Bluetooth, 2023 Upgrade 9500L Outdoor Projector, Mini Movie Projector Supports 1080P Synchronize Smartphone Screen by WiFi/USB Cable for Home Entertainment  4.4 out of 5 stars 3,248  1K+ bought in past monthLimited time deal   $69.99$69.99 List: $99.99$99.9935% coupon applied at checkoutSave 35%  with coupon  FREE delivery Mon, Jan 29 Or fastest delivery Fri, Jan 26 More Buying Choices$67.19(9 used & new offers)","69","3,248","4.4 out of 5 stars"
"Projectors"," WiFi Projector for iPhone, ELEPHAS 2023 Upgraded Mini Projector with Tripod & Carry Bag, Full HD 1080P Supported, 200"" Display Portable Projector, Compatible with iOS/Android/Windows/TV Stick/HDMI/USB  4.3 out of 5 stars 2,847  1K+ bought in past month$109.99$109.9930% coupon applied at checkoutSave 30%  with coupon  FREE delivery Sat, Jan 27 Or fastest delivery Fri, Jan 26 More Buying Choices$75.18(7 used & new offers)","109","2,847","4.3 out of 5 stars"
"Projectors"," Mini Projector with WiFi and Bluetooth, 1080P Supported iPhone Projector with Projector Stand, Portable Movie Projector for Home Theater/Outdoor, Compatible with iOS/Android/Laptop/TV Stick/HDMI/PS5  4.1 out of 5 stars 2,640  1K+ bought in past month$55.99$55.99 List: $69.99$69.9915% coupon applied at checkoutSave 15%  with coupon  FREE delivery Mon, Jan 29 More Buying Choices$48.95(3 used & new offers)","55","2,640","4.1 out of 5 stars"
"Projectors"," KODAK Luma 150 Ultra Mini Pocket Pico Projector - Built in Rechargeable Battery & Speaker, 1080P Support Portable Wireless LED DLP Movie & Video Travel Projector, connects to iPhone and Android  4.2 out of 5 stars 2,770  500+ bought in past month$219.99$219.99 List: $249.99$249.99FREE delivery Thu, Jan 25 Or fastest delivery Wed, Jan 24 More Buying Choices$208.05(6 used & new offers)","219","2,770","4.2 out of 5 stars"
"Projectors"," 4K Support Projector with Wifi and Bluetooth, OWNKNEW Portable Mini Projectors for Outdoor Movies Use, Video Projector Compatible with TV Stick, Laptop, Smartphone, Xbox, PS5  4.7 out of 5 stars 232  1K+ bought in past month$139.99$139.99 Typical: $199.99$199.9950% coupon applied at checkoutSave 50%  with coupon  FREE delivery Sat, Jan 27 Or fastest delivery Fri, Jan 26 More Buying Choices$110.59(3 used & new offers)","139","232","4.7 out of 5 stars"
"Projectors"," [Electric Focus] Mini Projector with 5GWiFi and Bluetooth, WIMIUS 1080P Outdoor Projector, Portable Movie Projector, 300"" Screen, Compatible with iOS/Android/TV Stick/HDMI/PS5  4.4 out of 5 stars 1,725  1K+ bought in past month$129.99$129.99 List: $199.99$199.99$50.00 coupon applied at checkoutSave $50.00  with coupon  FREE delivery Tue, Jan 30 More Buying Choices$122.87(7 used & new offers)","129","1,725","4.4 out of 5 stars"
"Projectors"," 5G WiFi Bluetooth Projector, TOPTRO TR23 Outdoor Projector 1080P Supported 15000 Lumen, Mini Projector with 360 Degree Surround Sound, Dust-Proof, Projector Compatible with TV Stick, iOS, Android, PS5  4.5 out of 5 stars 1,157  500+ bought in past month$159.99$159.99$70.00 coupon applied at checkoutSave $70.00  with coupon FREE deliveryOnly 1 left in stock - order soon.More Buying Choices$102.36(4 used & new offers)","159","1,157","4.5 out of 5 stars"
"Projectors"," [360°Adjustable Stand] Mini Projector With WiFi And Bluetooth VB6, Sovboi Electric Focus Mini Portable Projector, 1080P Mini Bluetooth Ceiling Projector, Home Theater Projector, 2024 Upgraded Model  4.8 out of 5 stars 79  900+ bought in past month$129.99$129.99 Typical: $199.99$199.99$40.00 coupon applied at checkoutSave $40.00  with coupon  FREE delivery Sat, Jan 27 Or fastest delivery Fri, Jan 26 More Buying Choices$128.69(13 used & new offers)","129","79","4.8 out of 5 stars"
"Headphones"," Tune 510BT: Wireless On-Ear Headphones with Purebass Sound - Black  4.6 out of 5 stars 49,693  10K+ bought in past month$49.95$49.95FREE delivery Jan 24 - 25 More Buying Choices$44.95(13 used & new offers)","49","49,693","4.6 out of 5 stars"
"Headphones"," SonyWH-1000XM5 The Best Wireless Noise Canceling Headphones with Auto Noise Canceling Optimizer, Crystal Clear Hands-Free Calling, and Alexa Voice Control, Black  4.5 out of 5 stars 11,886  6K+ bought in past month$398.00$398.00 FREE delivery Sat, Jan 27 Or fastest delivery Fri, Jan 26 Alexa Built-in  Alexa Built-inAlexa Built-in devices let you talk directly to Alexa, allowing you to play music, control your smart home, get news, weather, and more using your voice. Learn more More Buying Choices$211.93(77 used & new offers)","398","11,886","4.5 out of 5 stars"
"Headphones"," SoundcoreAnker Life Q20 Hybrid Active Noise Cancelling Headphones, Wireless Over Ear Bluetooth Headphones, 60H Playtime, Hi-Res Audio, Deep Bass, Memory Foam Ear Cups, for Travel, Home Office  4.5 out of 5 stars 72,785  10K+ bought in past month$59.99$59.9920% coupon applied at checkoutSave 20%  with coupon  FREE delivery Sat, Jan 27 Or fastest delivery Fri, Jan 26 Climate Pledge Friendly  Climate Pledge FriendlyProducts with trusted sustainability certification(s). Learn more Product Certification (1) TCO CertifiedMore Buying Choices$59.98(4 used & new offers)Price may vary by color","59","72,785","4.5 out of 5 stars"
"Headphones"," Tune Flex - True Wireless Noise Cancelling Earbuds (Black), Small  4.3 out of 5 stars 1,386  10K+ bought in past month$99.95$99.95 FREE delivery Sat, Jan 27 Or fastest delivery Fri, Jan 26 More Buying Choices$79.12(8 used & new offers)","99","1,386","4.3 out of 5 stars"
"Headphones"," HT2 Hybrid Active Noise Cancelling Headphones, Wireless Over Ear Bluetooth Headphones, 60H Playtime, Hi-Res Audio Custom EQ via App Deep Bass Comfort Fit Ear Cups, for Home Office Travel  4.7 out of 5 stars 1,622  10K+ bought in past month$49.99$49.99 List: $79.99$79.99$10.00 coupon applied at checkoutSave $10.00  with coupon  FREE delivery Sat, Jan 27 Or fastest delivery Fri, Jan 26 Climate Pledge Friendly  Climate Pledge FriendlyProducts with trusted sustainability certification(s). Learn more Product Certifications (2) Recycled Claim Standard Blended Global Recycled StandardMore Buying Choices$42.49(19 used & new offers)","49","1,622","4.7 out of 5 stars"
"Headphones"," +1bmaniWireless Earbuds Bluetooth Headphones 48hrs Play Back Sport Earphones with LED Display Over-Ear Buds with Earhooks Built-in Mic Headset for Workout Black  4.4 out of 5 stars 40,963  10K+ bought in past month$39.99$39.99 List: $58.99$58.9940% coupon applied at checkoutSave 40%  with coupon  FREE delivery Sat, Jan 27 Or fastest delivery Fri, Jan 26 Climate Pledge Friendly  Climate Pledge FriendlyProducts with trusted sustainability certification(s). Learn more Product Certification (1) Climate neutral by ClimatePartnerMore Buying Choices$36.55(7 used & new offers)+  ","39","40,963","4.4 out of 5 stars"
"Headphones"," BoseNEW QuietComfort Wireless Noise Cancelling Headphones, Bluetooth Over Ear Headphones with Up To 24 Hours of Battery Life, Black  4.5 out of 5 stars 888  4K+ bought in past month$349.00$349.00 FREE delivery Sat, Jan 27 Or fastest delivery Fri, Jan 26 More Buying Choices$319.99(8 used & new offers)","349","888","4.5 out of 5 stars"
"Headphones"," SonyWH-1000XM4 Wireless Premium Noise Canceling Overhead Headphones with Mic for Phone-Call and Alexa Voice Control, Black WH1000XM4  4.6 out of 5 stars 54,316  5K+ bought in past month$348.00$348.00FREE delivery Jan 24 - 25 Alexa Built-in  Alexa Built-inAlexa Built-in devices let you talk directly to Alexa, allowing you to play music, control your smart home, get news, weather, and more using your voice. Learn more More Buying Choices$162.24(49 used & new offers)","348","54,316","4.6 out of 5 stars"
"Headphones"," NEW Bose QuietComfort Ultra Wireless Noise Cancelling Earbuds, Bluetooth Earbuds with Spatial Audio and World-Class Noise Cancellation, Black  4.0 out of 5 stars 1,291  4K+ bought in past month$299.00$299.00FREE delivery Thu, Jan 25 Only 2 left in stock - order soon.More Buying Choices$239.00(14 used & new offers)Also available in White Smoke","299","1,291","4.0 out of 5 stars"
"Headphones"," Bluetooth Headphones Wireless Earbuds 80hrs Playtime Wireless Charging Case Digital Display Sports Ear buds with Earhook Premium Deep Bass IPX7 Waterproof Over-Ear Earphones for TV Phone Laptop Black  4.5 out of 5 stars 9,804  10K+ bought in past monthLimited time deal   $25.99$25.99 List: $58.99$58.99 FREE delivery Sat, Jan 27 on $35 of items shipped by AmazonOr fastest delivery Fri, Jan 26 Climate Pledge Friendly  Climate Pledge FriendlyProducts with trusted sustainability certification(s). Learn more Product Certification (1) Climate neutral by ClimatePartnerMore Buying Choices$25.73(3 used & new offers)+  ","25","9,804","4.5 out of 5 stars"
"Headphones"," SAMSUNGGalaxy Buds 2 Pro True Wireless Bluetooth Earbuds, Noise Cancelling, Hi-Fi Sound, 360 Audio, Comfort Fit In Ear, HD Voice, Conversation Mode, IPX7 Water Resistant, US Version, Graphite  4.5 out of 5 stars 6,254  5K+ bought in past month$188.88$188.88 List: $229.99$229.99FREE delivery Jan 24 - 26 Or fastest delivery Wed, Jan 24 Only 15 left in stock - order soon.More Buying Choices$102.15(40 used & new offers)Price may vary by color","188","6,254","4.5 out of 5 stars"
"Headphones"," +2 colors/patternsWireless Earbuds Bluetooth Headphones, 40H Playtime Stereo IPX5 Waterproof Ear Buds, LED Power Display Cordless in-Ear Earphones with Microphone for iOS Andriod Cell Phone Sports  4.9 out of 5 stars 1,982  10K+ bought in past month$21.99$21.99 List: $79.99$79.9910% coupon applied at checkoutSave 10%  with coupon  FREE delivery Sat, Jan 27 on $35 of items shipped by AmazonOr fastest delivery Fri, Jan 26 ","21","1,982","4.9 out of 5 stars"
"Headphones"," T6 True Wireless Earbuds Bluetooth 5.3 Headphones Touch Control with Wireless Charging Case IPX8 Waterproof Stereo Earphones in-Ear Built-in Mic Headset Premium Deep Bass Black  4.4 out of 5 stars 260,022  10K+ bought in past month$26.99$26.99 List: $42.99$42.99$6.00 coupon applied at checkoutSave $6.00  with coupon  FREE delivery Sat, Jan 27 on $35 of items shipped by AmazonOr fastest delivery Fri, Jan 26 Climate Pledge Friendly  Climate Pledge FriendlyProducts with trusted sustainability certification(s). Learn more Product Certifications (2) Global Recycled Standard Recycled Claim Standard BlendedMore Buying Choices$17.54(21 used & new offers)Price may vary by color+  ","26","260,022","4.4 out of 5 stars"
"Headphones"," BERIBESBluetooth Headphones Over Ear, 65H Playtime and 6 EQ Music Modes Wireless Headphones with Microphone, HiFi Stereo Foldable Lightweight Headset, Deep Bass for Home Office Cellphone PC Ect.  4.5 out of 5 stars 19,670  10K+ bought in past month$26.99$26.99 List: $35.94$35.94Join Prime to buy this item at $19.99 FREE delivery Sat, Jan 27 on $35 of items shipped by AmazonOr fastest delivery Fri, Jan 26 Price may vary by color","26","19,670","4.5 out of 5 stars"
"Headphones"," Vibe Buds True Wireless Headphones - Black, Small  4.2 out of 5 stars 1,995  10K+ bought in past month$49.95$49.95 FREE delivery Sat, Jan 27 Or fastest delivery Fri, Jan 26 More Buying Choices$27.81(20 used & new offers)Also available in White","49","1,995","4.2 out of 5 stars"
"Headphones"," +1A1 Mini Wireless Earbuds Bluetooth 5.3 in Ear Light-Weight Headphones Built-in Microphone, IPX5 Waterproof, Immersive Premium Sound Long Distance Connection Headset with Charging Case, Black  4.3 out of 5 stars 73,358  10K+ bought in past month$19.90$19.90 List: $29.99$29.99$4.00 coupon applied at checkoutSave $4.00  with coupon  FREE delivery Sat, Jan 27 on $35 of items shipped by AmazonOr fastest delivery Fri, Jan 26 Climate Pledge Friendly  Climate Pledge FriendlyProducts with trusted sustainability certification(s). Learn more Product Certifications (2) Global Recycled Standard Recycled Claim Standard BlendedMore Buying Choices$19.70(4 used & new offers)Price may vary by color+  ","19","73,358","4.3 out of 5 stars"
"Headphones"," T10 Bluetooth 5.3 Wireless Earbuds with Wireless Charging Case IPX8 Waterproof Stereo Headphones in Ear Built in Mic Headset Premium Sound with Deep Bass for Sport Black  4.3 out of 5 stars 359,760  10K+ bought in past monthLimited time deal   $18.99$18.99 List: $39.99$39.99 FREE delivery Sat, Jan 27 on $35 of items shipped by AmazonOr fastest delivery Fri, Jan 26 Climate Pledge Friendly  Climate Pledge FriendlyProducts with trusted sustainability certification(s). Learn more Product Certifications (2) Global Recycled Standard Recycled Claim Standard BlendedMore Buying Choices$14.99(31 used & new offers)Price may vary by color","18","359,760","4.3 out of 5 stars"
"Headphones"," SonyZX Series Wired On-Ear Headphones, Black MDR-ZX110, 7.87 x 1.81 x 5.87 inches  4.5 out of 5 stars 111,590  10K+ bought in past monthClick to see price FREE delivery Sat, Jan 27 on $35 of items shipped by AmazonOr fastest delivery Fri, Jan 26 Price may vary by color",NA,"111,590","4.5 out of 5 stars"
"Headphones"," SHOKZOpenRun (AfterShokz Aeropex) - Open-Ear Bluetooth Bone Conduction Sport Headphones - Sweat Resistant Wireless Earphones for Workouts and Running - Built-in Mic, with Headband  4.6 out of 5 stars 23,297  5K+ bought in past month$129.95$129.95 FREE delivery Mon, Jan 29 ","129","23,297","4.6 out of 5 stars"
"Headphones"," NEW Bose QuietComfort Ultra Wireless Noise Cancelling Headphones with Spatial Audio, Over-the-Ear Headphones with Mic, Up to 24 Hours of Battery Life, Black  4.2 out of 5 stars 741  3K+ bought in past month$429.00$429.00FREE delivery Thu, Jan 25 More Buying Choices$419.00(7 used & new offers)Also available in White Smoke","429","741","4.2 out of 5 stars"
"Headphones"," SonyWF-1000XM5 The Best Truly Wireless Bluetooth Noise Canceling Earbuds Headphones with Alexa Built in, Black- New Model  4.0 out of 5 stars 1,521  3K+ bought in past month$298.00$298.00FREE delivery Jan 24 - 25 Alexa Built-in  Alexa Built-inAlexa Built-in devices let you talk directly to Alexa, allowing you to play music, control your smart home, get news, weather, and more using your voice. Learn more More Buying Choices$154.72(66 used & new offers)Also available in Silver","298","1,521","4.0 out of 5 stars"
"Headphones"," SHOKZOpenRun Pro - Open-Ear Bluetooth Bone Conduction Sport Headphones - Sweat Resistant Wireless Earphones for Workouts and Running with Premium Deep Base - Built-in Mic, with Hair Band  4.6 out of 5 stars 15,923  3K+ bought in past month$170.00$170.00 List: $179.95$179.95FREE delivery Jan 26 - 30 Or fastest delivery Jan 24 - 25 More Buying Choices$168.30(3 used & new offers)Price may vary by color","170","15,923","4.6 out of 5 stars"
"Headphones"," SHOKZOpenMove - Open-Ear Bluetooth Sport Headphones - Bone Conduction Wireless Earphones - Sweatproof for Running and Workouts, with Sticker Pack (Grey)  4.4 out of 5 stars 13,310  5K+ bought in past month$79.95$79.95 FREE delivery Sat, Jan 27 Or fastest delivery Fri, Jan 26 ","79","13,310","4.4 out of 5 stars"
"Headphones"," Soundcoreby Anker P20i True Wireless Earbuds, 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Long Playtime, Water-Resistant, 2 Mics for AI Clear Calls, 22 Preset EQs, Customization via App  4.5 out of 5 stars 8,687  10K+ bought in past monthLimited time deal   $19.99$19.99 List: $39.99$39.99 FREE delivery Sat, Jan 27 on $35 of items shipped by AmazonOr fastest delivery Fri, Jan 26 More Buying Choices$19.79(4 used & new offers)","19","8,687","4.5 out of 5 stars"
"Scanners"," 35mm Slide Viewer, Film Negative and Slide Viewer with 3X Magnification and LED Lighted Illuminated Viewing, USB Powered  4.2 out of 5 stars 495  500+ bought in past month$26.99$26.99 List: $36.99$36.9911% coupon applied at checkoutSave 11%  with coupon  FREE delivery Sat, Jan 27 on $35 of items shipped by AmazonOr fastest delivery Fri, Jan 26 More Buying Choices$18.74(5 used & new offers)","26.","495","4.2 out of 5 stars"
"Scanners"," Plustek Mobile Scanner S410 Plus - Portable Sheet-Fed Document Scanner - for Windows 7/8 / 10/11, Featuring Button-Free Scanning with Included OCR Software  2.0 out of 5 stars 1  100+ bought in past month$89.00$89.00 List: $109.00$109.00 FREE delivery Mon, Jan 29 Only 9 left in stock - order soon.","89.","1","2.0 out of 5 stars"
"Scanners"," Wolverine Reel Converter Scanner to Convert Film into Digital Videos. Frame by Frame Scanning to Convert 3 inch and 5 inch 8mm Super 8 Film reels into 720P Digital  4.2 out of 5 stars 1,356  50+ bought in past month$289.00$289.00 FREE delivery Sat, Jan 27 Or fastest delivery Fri, Jan 26 More Buying Choices$199.99(7 used & new offers)","289.","1,356","4.2 out of 5 stars"
"Scanners"," 35 mm Slide Viewer Illuminated Slide Projector for for 2X2 & 35mm Photos & Film  4.3 out of 5 stars 245  200+ bought in past month$16.18$16.18 List: $29.99$29.99FREE delivery Fri, Jan 26 Or fastest delivery Jan 24 - 25 ","16.","245","4.3 out of 5 stars"
"Scanners"," Eyesen Slide Viewer Light Box, Ultra-Thin A4 USB Powered Light Scanner for Photo Slide and Film Negative Scanning, Christmas Gift, Tattoo Drawing, Artist Sketching  4.1 out of 5 stars 21  200+ bought in past month$19.98$19.9810% coupon applied at checkoutSave 10%  with coupon  FREE delivery Mon, Jan 29 on $35 of items shipped by Amazon","19.","21","4.1 out of 5 stars"
"Scanners"," Slide & Negative Scanner Digital Film Scanner with Large 5"" LCD Screen,Negatives Film and Slide Digitizer Convert Color & B&W Negatives & Slides 35mm, 126, 110 Film & Super 8 Slide to 22MP JPEGs  3.8 out of 5 stars 29  50+ bought in past month$129.99$129.99$30.00 coupon applied at checkoutSave $30.00  with coupon  FREE delivery Sat, Jan 27 Or fastest delivery Fri, Jan 26 ","129.","29","3.8 out of 5 stars"
"Scanners"," Ambir ImageScan Pro 687 Duplex Card Scanner for Windows PC  4.4 out of 5 stars 18  $297.75$297.75 List: $329.95$329.95 FREE delivery Tue, Jan 30 Small Business  Small BusinessShop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them. Learn more More Buying Choices$279.99(7 used & new offers)","297.","18","4.4 out of 5 stars"
"Scanners"," 35 mm Film & Slide Viewer, 2X LED Illuminated Viewing Slide Projector for Old Slides and 35mm Film Negatives(2 AAA Batteries Included)  4.8 out of 5 stars 10  100+ bought in past month$18.99$18.99 Typical: $19.95$19.9511% coupon applied at checkoutSave 11%  with coupon  FREE delivery Mon, Jan 29 on $35 of items shipped by Amazon","18.","10","4.8 out of 5 stars"
"Scanners"," Koncept Fujitsu FI-6130 Document Scanner Bundle - 1 Year Warranty - with 24V AC Adapter, USB 2.0 Cable & Microfiber Cleaning Cloth (Renewed)  $181.95$181.95 FREE delivery Sat, Jan 27 Or fastest delivery Thu, Jan 25 Small Business  Small BusinessShop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them. Learn more ","181.","Small Business",""
"Scanners"," Plustek PS188 High Speed Double-Sided Color Document Scanner, with Automatic Document Feeder (ADF), 30 Pages Per Minute, Support Windows 7/8/10/11  2.3 out of 5 stars 3  $249.00$249.00 FREE delivery Sat, Jan 27 Or fastest delivery Fri, Jan 26 ","249.","3","2.3 out of 5 stars"
"Scanners"," Kodak 1015189 Alaris S2080w Shtfedscan 80ppm  5.0 out of 5 stars 6  $1,440.00$1,440.00FREE delivery Jan 25 - 29 Or fastest delivery Jan 24 - 26 Climate Pledge Friendly  Climate Pledge FriendlyProducts with trusted sustainability certification(s). Learn more Product Certification (1) EPEATMore Buying Choices$1,099.99(16 used & new offers)","1,440.","6","5.0 out of 5 stars"
"Scanners"," Brother ScanNCut Mat CAMATS12, 12"" x 12"" Scanning Mat, Non-Tack Mat to Scan Custom Designs, Accessory for ScanNCut Cutting Machine  4.4 out of 5 stars 766  50+ bought in past month$19.99$19.99 List: $35.99$35.99 FREE delivery Sat, Jan 27 on $35 of items shipped by AmazonOr fastest delivery Fri, Jan 26 More Buying Choices$15.43(16 used & new offers)","19.","766","4.4 out of 5 stars"
"Scanners"," Digital Film & Slide Scanner Slide N SCAN Film Converts 35mm,126,110 Super 8 & 8mm Film Negatives & Slides Film Scanner to JPEG with a 3.5"" LCD  $74.99$74.9910% coupon applied at checkoutSave 10%  with coupon  FREE delivery Tue, Jan 30 Only 8 left in stock - order soon.Price may vary by color","74.","Save 10%",""
"Scanners"," Epson DS-530 Color Duplex Document Scanner, 300 dpi Optical, 35 ppm Speed, 50 Sheets Capacity, SuperSpeed USB 3.0 - Refurbished  $329.00$329.00 FREE delivery Wed, Jan 24 More Buying Choices$225.00(4 used & new offers)","329.","More Buying Choices",""
